/* DATA DESCRIPTION:
Citation:	Thomas, Nicola C; Bradbury, Harold J; Hodell, David A (2022): Determination of stable isotopes of IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.945863, 
	In: Thomas, NC et al. (2022): Reconstructed paleo-oxygen concentration, stable isotope measurements and Gaussian interpolated Δδ13C obtained from the IODP Site 339-U1385 for the past 1.5 Ma, including trace element analyses and Uvigerina spp. abundance over MIS 27-21. PANGAEA, https://doi.org/10.1594/PANGAEA.945872
Keyword(s):	Biological pump; Ice core; Inorganic carbon storage; MPT; Oxygen concentration
Coverage:	LATITUDE: 37.571416 * LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM ELEVATION: -2587.0 m * MAXIMUM ELEVATION: -2587.0 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
Parameter(s):	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: IODP 339-U1385 Depth (crmcd) Gint Age (ka BP)
	AGE [ka BP] (Age) * GEOCODE * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: Age model, LR04 Lisiecki & Raymo (2005) (URI: https://doi.org/10.1029/2004PA001071)
	Cibicidoides wuellerstorfi, δ18O [‰ PDB] (C. wuellerstorfi δ18O) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Cibicidoides wuellerstorfi, δ13C [‰ PDB] (C. wuellerstorfi δ13C) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Globobulimina affinis, δ18O [‰ PDB] (G. affinis δ18O) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Globobulimina affinis, δ13C [‰ PDB] (G. affinis δ13C) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: vs VPDB
	Δδ13C, gradient [‰ PDB] (Δδ13C grad) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * COMMENT: Between Cibicidoides wuellerstorfi and Globobulimina affinis [vs VPDB]
	Oxygen [µmol/kg] (O2) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: Calculated according to Hoogakker et al., 2015 (URI: https://doi.org/10.1038/ngeo2317)
	Oxygen [µmol/kg] (O2) * PI: Thomas, Nicola C (https://orcid.org/0000-0002-6426-5150, nct30@cam.ac.uk) * METHOD/DEVICE: Calculated according to Hoogakker et al., 2015 (URI: https://doi.org/10.1038/ngeo2317) * COMMENT: Truncated
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	27590 data points
*/
Depth corr cr [crmcd] (IODP 339-U1385 Depth (crmcd) ...)	Age [ka BP] (Age model, LR04 Lisiecki & Ra...)	C. wuellerstorfi δ18O [‰ PDB] (vs VPDB)	C. wuellerstorfi δ13C [‰ PDB] (vs VPDB)	G. affinis δ18O [‰ PDB] (vs VPDB)	G. affinis δ13C [‰ PDB] (vs VPDB)	Δδ13C grad [‰ PDB] (Between Cibicidoides wuellers...)	O2 [µmol/kg] (Calculated according to Hooga...)	O2 [µmol/kg] (Truncated, Calculated accordi...)
36.72	261.54	3.76	-0.22	4.870	-2.21	1.99	223.61	223.61
36.76	261.78	3.51	0.05	4.710	-2.10	2.15	248.59	235.00
36.78	261.90	3.91	0.24	4.970	-2.14	2.38	285.02	235.00
36.84	262.26	3.94	0.22	4.970	-2.05	2.27	267.66	235.00
36.88	262.51	3.88	0.30	4.910	-1.98	2.28	269.41	235.00
36.92	262.75	3.71	0.18	4.870	-2.02	2.20	257.49	235.00
36.99	263.16	4.09	0.20	4.960	-2.02	2.22	259.46	235.00
37.00	263.23	3.82	0.16	4.980	-2.09	2.25	264.08	235.00
37.01	263.28	3.97	0.19	5.050	-1.98	2.17	252.10	235.00
37.04	263.47	3.98	0.21	4.850	-2.05	2.26	266.55	235.00
37.05	263.52	4.02	0.18	5.020	-2.03	2.21	259.10	235.00
37.08	263.71	3.98	0.17	4.940	-2.14	2.31	274.53	235.00
37.09	263.75	3.95	0.31	4.870	-1.98	2.29	270.67	235.00
37.12	263.96	3.89	0.18	4.850	-2.01	2.19	255.58	235.00
37.13	263.99	4.04	0.06	4.900	-2.00	2.06	235.47	235.00
37.14	264.08	3.87	0.14	4.920	-1.92	2.06	235.78	235.00
37.17	264.23	3.93	0.03	4.870	-1.99	2.02	229.31	229.31
37.18	264.32	3.85	0.22	4.880	-2.02	2.24	263.48	235.00
37.21	264.47	3.80	0.08	4.850	-2.33	2.41	289.53	235.00
37.24	264.71	3.68	-0.18	4.790	-2.27	2.09	239.96	235.00
37.28	264.95		0.22	5.180	-2.06	2.28	269.76	235.00
37.32	265.19	4.06	0.25	5.130	-2.01	2.26	266.95	235.00
37.36	265.43	3.93	0.12	4.760	-2.26	2.38	284.84	235.00
37.44	265.90	4.01	0.10	5.040	-2.08	2.18	253.84	235.00
37.48	266.14	3.94	0.40	4.660	-2.13	2.53	308.75	235.00
37.52	266.38	3.92	0.17	4.990	-2.17	2.34	279.38	235.00
37.56	266.62	3.85	0.34	4.790	-2.14	2.48	300.41	235.00
37.60	266.86	3.93	0.39	4.940	-2.03	2.42	291.04	235.00
37.72	267.58	3.71	-0.23	4.780	-2.56	2.33	277.28	235.00
37.88	268.54	3.92	-0.50	4.860	-2.31	1.81	195.80	195.80
38.00	269.27	4.01	-0.48	4.890	-2.12	1.64	170.11	170.11
38.10	269.87	3.94	-0.59	4.990	-2.22	1.63	168.08	168.08
38.18	270.35	3.81	-0.47	4.960	-2.43	1.96	219.17	219.17
38.30	271.08	4.11	-0.64	5.060	-2.53	1.89	208.92	208.92
38.34	271.32	4.16	-0.55	5.010	-2.67	2.12	244.85	235.00
38.42	271.80	4.01	-0.39	5.000	-2.80	2.41	290.00	235.00
38.50	272.29	4.16	-0.13	5.000	-2.53	2.40	288.28	235.00
38.54	272.53	4.04	-0.29	5.120	-2.46	2.17	253.01	235.00
38.58	272.77	3.93	-0.14	4.990	-2.34	2.20	257.70	235.00
38.62	273.01	4.06	-0.03	5.160	-2.31	2.28	270.23	235.00
38.66	273.25	4.09	-0.15	5.100	-2.16	2.01	228.09	228.09
38.70	273.49	3.90	-0.04	5.050	-2.27	2.23	261.88	235.00
38.78	273.98	3.90	-0.02	5.080	-2.46	2.44	293.84	235.00
38.82	274.22	3.93	-0.18	5.100	-2.22	2.04	232.49	232.49
38.82	274.22	4.07	0.00	5.100	-2.22	2.22	260.62	235.00
38.86	274.46	4.18	-0.05	5.040	-2.24	2.19	256.23	235.00
38.90	274.70	3.88	-0.16	4.800	-2.51	2.35	280.63	235.00
38.92	274.82	4.16	-0.01	4.690	-2.17	2.16	251.25	235.00
38.98	275.18	4.08	0.03	4.990	-2.21	2.24	263.79	235.00
39.02	275.42	4.14	0.18	4.920	-2.22	2.40	288.92	235.00
39.06	275.67	4.16	0.07	5.020	-2.19	2.26	265.91	235.00
39.10	275.91	3.85	0.08	4.970	-2.01	2.09	239.18	235.00
39.30	277.11	3.69	0.47	4.690	-1.97	2.44	294.54	235.00
39.34	277.36	3.65	0.49	4.660	-2.10	2.59	317.91	235.00
39.40	277.72	3.75	0.30	4.580	-2.13	2.43	293.55	235.00
39.46	278.08	3.94	0.25	4.720	-1.93	2.18	253.77	235.00
39.50	278.32	3.69	0.31	4.690	-1.72	2.03	229.94	229.94
39.66	279.29	3.72	0.66	4.390	-1.60	2.26	265.66	235.00
39.78	280.01	3.57	0.52	4.510	-1.61	2.13	246.09	235.00
39.80	280.13	3.46	0.72	4.540	-1.74	2.46	298.28	235.00
39.84	280.37	3.57	0.81	4.580	-1.77	2.58	316.41	235.00
39.88	280.62	3.50	0.74	4.450	-2.16	2.90	366.08	235.00
39.92	280.86	3.41	0.51	4.610	-2.34	2.85	358.08	235.00
39.96	281.10	3.47	0.71	4.600	-2.34	3.05	389.22	235.00
39.98	281.22	3.46	0.81	4.450	-1.79	2.60	318.91	235.00
40.02	281.46	3.37	0.38	4.400	-2.12	2.50	303.28	235.00
40.08	281.82	3.26	0.66	2.900	-2.48	3.14	404.53	235.00
40.12	282.06	3.39	0.77	4.370	-1.93	2.70	334.84	235.00
40.22	282.67	3.27	0.69	4.310	-1.89	2.58	315.78	235.00
40.24	282.79	3.36	0.66	4.420	-2.02	2.68	331.41	235.00
40.34	283.39	3.29	0.71	4.260	-2.07	2.78	348.28	235.00
40.40	283.75	3.35	0.74	4.160	-1.92	2.66	328.37	235.00
40.44	284.00	3.28	0.62	4.210	-1.91	2.53	308.91	235.00
40.48	284.24	3.38	0.70	4.320	-1.97	2.67	329.96	235.00
40.52	284.48	3.24	0.58	4.360	-1.98	2.56	313.28	235.00
40.56	284.72	3.34	0.71	4.540	-1.82	2.53	307.97	235.00
40.60	284.99	3.32	0.70	4.200	-1.96	2.66	329.63	235.00
40.64	285.27	3.21	0.63	4.180	-2.15	2.78	347.98	235.00
40.72	285.82	3.29	0.51	4.260	-1.92	2.43	293.28	235.00
40.76	286.09	3.43	0.68	4.270	-1.97	2.65	326.88	235.00
40.78	286.23	3.18	0.65	4.130	-2.01	2.66	329.06	235.00
40.82	286.51	3.27	0.51	4.310	-1.91	2.42	291.09	235.00
40.84	286.64	3.18	0.62	4.090	-1.98	2.60	319.49	235.00
40.88	286.92	3.24	0.67	4.090	-1.98	2.65	327.66	235.00
40.92	287.19	3.08	0.43	4.240	-2.39	2.82	354.22	235.00
40.96	287.47	3.01	0.10	4.090	-2.61	2.71	337.19	235.00
41.00	287.74	3.26	0.16	4.120	-2.51	2.67	330.00	235.00
41.16	288.84	3.52	-0.03	4.250	-2.10	2.07	236.15	235.00
41.20	289.12	3.61	-0.33	4.330	-2.10	1.77	190.00	190.00
41.24	289.39	3.52	-0.02	4.450	-2.04	2.02	229.34	229.34
41.28	289.67	3.49	-0.01	4.530	-1.87	1.86	203.26	203.26
41.32	289.94	3.39	0.00	4.610	-2.23	2.23	262.40	235.00
41.39	290.42	3.79	-0.05	4.690	-2.13	2.08	238.89	235.00
41.47	290.97	4.02	0.18	4.650	-2.09	2.27	267.52	235.00
41.59	291.80	3.87	0.20	4.720	-2.03	2.23	261.95	235.00
41.63	292.07	3.69	0.02	4.770	-2.07	2.09	239.41	235.00
41.67	292.35	3.81	0.27	4.940	-1.94	2.21	257.99	235.00
41.75	292.90	3.60	0.11	4.730	-1.84	1.95	217.43	217.43
41.79	293.17	3.73	0.00	4.750	-1.94	1.94	215.70	215.70
41.83	293.45	3.72	0.23	4.730	-2.13	2.36	281.45	235.00
41.87	293.72	3.89	0.10	4.680	-2.29	2.39	286.88	235.00
41.91	294.00	3.74	-0.07	4.590	-2.31	2.24	263.96	235.00
41.95	294.27	3.75	0.16	4.340	-2.48	2.64	325.40	235.00
41.99	294.55	3.75	0.07	4.680	-2.11	2.18	254.62	235.00
42.03	294.82	3.92	0.02	4.740	-2.10	2.12	243.80	235.00
42.07	295.10	3.91	0.42	4.800	-2.07	2.49	301.62	235.00
42.11	295.37	3.93	0.48	4.740	-1.81	2.29	270.57	235.00
42.19	295.83	3.85	0.17	4.720	-1.92	2.09	240.49	235.00
42.21	295.95	3.78	0.56	4.870	-1.70	2.26	267.12	235.00
42.25	296.18	3.78	0.48	4.700	-1.81	2.29	270.94	235.00
42.27	296.30	3.92	0.29	4.810	-1.81	2.10	241.35	235.00
42.31	296.53	3.61	0.51	4.760	-1.98	2.49	302.33	235.00
42.33	296.65	3.64	0.62	4.760	-1.82	2.44	294.45	235.00
42.39	297.00	3.72	0.52	4.760	-2.07	2.59	318.28	235.00
42.45	297.35	3.81	0.76	4.600	-1.95	2.71	337.25	235.00
42.47	297.46	3.61	0.54	4.520	-2.14	2.68	332.57	235.00
42.55	297.93	3.52	0.02	4.480	-2.37	2.39	286.09	235.00
42.59	298.16	3.70	0.15	4.900	-1.98	2.13	245.31	235.00
42.63	298.39	3.88	0.77	4.740	-1.85	2.62	322.50	235.00
42.71	298.86	3.63	0.64	4.730	-1.82	2.46	297.66	235.00
42.79	299.32	3.76	0.65	4.730	-1.98	2.63	324.53	235.00
42.83	299.55	3.72	0.49	4.680	-1.94	2.43	292.27	235.00
42.85	299.67	3.67	0.70	4.480	-2.04	2.74	340.76	235.00
42.90	299.96	3.63	0.62	4.410	-2.10	2.72	337.97	235.00
42.94	300.19	3.55	0.62	4.590	-1.94	2.56	313.81	235.00
42.98	300.42	3.56	0.78	4.360	-2.01	2.79	349.41	235.00
43.02	300.66		0.72	4.340	-2.03	2.75	343.29	235.00
43.06	300.89	3.27	0.54	4.280	-1.98	2.52	306.51	235.00
43.10	301.12	3.37	0.67	4.300	-1.92	2.59	318.63	235.00
43.14	301.35	3.39	0.76	4.360	-2.13	2.89	364.80	235.00
43.18	301.59	3.27	0.59	4.210	-2.05	2.64	325.76	235.00
43.22	301.82	3.43	0.72	3.910	-2.35	3.07	392.66	235.00
43.26	302.05	3.50	0.53	4.380	-2.35	2.88	363.28	235.00
43.34	302.52	3.50	0.21	3.880	-2.47	2.68	332.66	235.00
43.46	303.21	3.65	0.36	4.320	-2.33	2.69	333.90	235.00
43.48	303.33	3.62	0.44	4.340	-2.16	2.60	319.70	235.00
43.49	303.39	3.60	0.55	4.690	-2.32	2.87	361.56	235.00
43.50	303.44	3.75	0.47	4.520	-2.12	2.59	318.72	235.00
43.54	303.68	3.64	0.57	4.540	-2.04	2.61	321.56	235.00
43.62	304.14	3.71	0.60	4.530	-1.89	2.49	301.72	235.00
43.62	304.14	3.26	0.48	4.550	-2.07	2.55	311.56	235.00
43.64	304.26	3.67	0.74	4.610	-2.06	2.80	350.63	235.00
43.66	304.38	3.77	0.68	4.410	-1.77	2.45	295.84	235.00
43.70	304.63	3.62	0.55	4.230	-1.77	2.32	276.26	235.00
43.75	304.88	3.17	0.34	4.310	-1.81	2.15	249.61	235.00
43.83	305.38	3.59	0.55	4.290	-1.89	2.44	295.00	235.00
43.88	305.63	3.40	0.50	4.300	-1.93	2.43	293.44	235.00
43.94	306.00	3.15	0.62	4.230	-2.02	2.64	325.24	235.00
44.03	306.50	3.47	0.68	4.320	-2.18	2.86	360.00	235.00
44.07	306.74	3.02	0.56	4.400	-2.14	2.70	334.38	235.00
44.09	306.87	3.43	0.66	4.300	-2.20	2.86	360.60	235.00
44.13	307.12	3.24	0.58	4.400	-2.32	2.90	366.25	235.00
44.17	307.37	3.35	0.69	4.190	-1.92	2.61	320.47	235.00
44.22	307.61	3.31	0.63	4.020	-2.15	2.78	346.88	235.00
44.24	307.74	3.31	0.62	4.020	-2.28	2.90	366.46	235.00
44.28	308.06	3.13	0.55	4.090	-2.20	2.75	342.68	235.00
44.30	308.25	3.16	0.47	4.070	-2.10	2.57	315.18	235.00
44.35	308.64	3.17	0.64	4.330	-2.38	3.02	384.84	235.00
44.39	309.03	3.16	0.59	4.290	-2.32	2.91	367.34	235.00
44.41	309.23	3.00	0.54	4.270	-2.48	3.02	385.31	235.00
44.45	309.55	3.19	0.68	4.130	-3.08	3.76	500.00	235.00
44.49	309.96	2.74	0.45	4.120	-2.56	3.01	383.59	235.00
44.52	310.28	2.94	0.25	3.920	-2.55	2.80	350.46	235.00
44.56	310.60		0.24	4.030	-2.52	2.76	344.93	235.00
44.65	311.41	2.79	0.72	4.050	-2.63	3.35	437.34	235.00
44.67	311.57	2.81	0.23	4.180	-2.63	2.86	359.69	235.00
44.72	312.05	3.05	0.58	3.870	-2.38	2.96	376.25	235.00
44.74	312.22	2.89	0.61	4.120	-2.60	3.21	414.38	235.00
44.75	312.38	3.08	0.53	3.900	-2.59	3.12	400.00	235.00
44.77	312.54		0.43	4.250	-2.48	2.91	367.79	235.00
45.07	315.26	3.04	0.20	4.100	-2.15	2.35	281.05	235.00
45.13	315.84	3.15	0.58	4.130	-2.16	2.74	341.09	235.00
45.15	315.96	3.37	0.78	4.030	-2.09	2.87	361.09	235.00
45.16	316.09	3.39	0.72	4.210	-2.01	2.73	339.84	235.00
45.20	316.47	3.18	0.59	4.120	-1.97	2.56	314.03	235.00
45.22	316.60	3.22	0.56	4.280	-2.20	2.76	344.22	235.00
45.23	316.73	3.25	0.54	4.290	-1.99	2.53	308.44	235.00
45.24	316.85	3.16	0.69	3.600	-1.99	2.68	332.34	235.00
45.26	316.98		0.79	4.090	-2.12	2.91	367.19	235.00
45.27	317.11	3.20	0.71	4.160	-2.19	2.90	366.72	235.00
45.29	317.23	3.07	0.55	4.060	-2.10	2.65	327.50	235.00
45.33	317.61	3.27	0.47	3.930	-2.25	2.72	337.81	235.00
45.34	317.74	3.05	0.74	3.870	-2.05	2.79	349.69	235.00
45.37	318.00	3.17	0.64	4.000	-2.12	2.76	344.06	235.00
45.40	318.25	3.12	0.67	3.780	-2.25	2.92	369.38	235.00
45.47	318.88	2.90	0.81	3.530	-2.24	3.05	389.38	235.00
45.68	320.79	2.74	0.72	3.320	-2.47	3.19	411.25	235.00
45.76	321.55	2.64	0.66	3.380	-2.39	3.05	389.06	235.00
45.83	322.18	2.77	0.79	3.680	-2.44	3.23	418.59	235.00
45.88	322.69	2.64	0.53	3.520	-2.30	2.83	354.84	235.00
46.02	323.96	2.68	0.73	3.320	-2.34	3.07	393.13	235.00
46.10	324.66	2.60	0.70	3.520	-2.45	3.15	405.78	235.00
46.12	324.86	2.65	0.69	3.780	-2.33	3.02	385.47	235.00
46.55	329.43	2.58	0.46	3.490	-2.34	2.80	350.16	235.00
46.57	329.77	2.77	0.43	3.400	-2.48	2.91	368.13	235.00
46.59	330.10	2.57	0.48	3.420	-2.81	3.29	427.34	235.00
46.61	330.43	2.68	0.54	3.320	-2.32	2.86	360.63	235.00
46.65	331.10	2.47	0.24	3.120	-3.02	3.26	422.03	235.00
46.69	331.77		0.58	4.130	-2.43	3.01	382.97	235.00
46.74	332.43	2.64	0.46	3.600	-2.36	2.82	353.44	235.00
46.76	332.77	2.51	-0.02	3.560	-2.24	2.22	260.78	235.00
46.85	334.27	2.52	-0.15	3.690	-2.61	2.46	298.24	235.00
46.86	334.43	2.70	-0.18	3.650	-2.31	2.13	246.74	235.00
46.99	336.43	2.75	-0.45	4.140	-2.26	1.81	195.31	195.31
47.03	337.10	2.85	-0.33	4.130	-2.11	1.78	191.72	191.72
47.12	338.43	3.95	-0.16	4.690	-2.14	1.98	222.03	222.03
47.14	338.76	3.75	-0.10	4.570	-2.16	2.06	234.53	234.53
47.18	339.43	3.18	-0.40	4.340	-2.03	1.63	168.59	168.59
47.20	339.76	3.58	-0.39	4.710	-1.87	1.48	144.64	144.64
47.25	340.43	4.33	-0.21	4.970	-1.94	1.73	183.91	183.91
47.29	341.02	4.45	0.04	5.150	-1.92	1.96	219.65	219.65
47.31	341.17	3.96	-0.01	5.180	-2.04	2.03	230.16	230.16
47.35	341.45	4.23	0.03	5.220	-1.93	1.96	219.69	219.69
47.39	341.73	4.22	0.15	5.180	-2.05	2.20	257.27	235.00
47.42	342.01	4.20	0.19	5.080	-1.98	2.17	252.07	235.00
47.46	342.29	4.41	0.19	5.180	-1.88	2.07	237.03	235.00
47.50	342.57	4.36	0.16	5.040	-2.03	2.19	255.47	235.00
47.54	342.85	4.41	0.16	5.200	-2.16	2.32	275.22	235.00
47.58	343.13	4.10	-0.13	5.200	-2.08	1.95	218.64	218.64
47.61	343.41	4.35	0.30	4.850	-2.00	2.30	273.28	235.00
47.65	343.69	4.12	0.12	5.160	-2.04	2.16	251.30	235.00
47.67	343.83	4.49	0.27	5.100	-1.89	2.16	251.45	235.00
47.71	344.11	4.16	0.38	5.150	-1.94	2.32	275.00	235.00
47.73	344.25	4.08	0.19	5.160	-1.96	2.15	249.38	235.00
47.76	344.54	4.17	0.18	5.200	-1.91	2.09	240.03	235.00
47.84	345.10	4.23	-0.02	4.640	-2.37	2.35	280.16	235.00
47.88	345.40		-0.09	5.150	-1.98	1.89	208.54	208.54
47.97	346.03	4.38	0.43	5.080	-1.89	2.32	276.09	235.00
48.01	346.35	4.32	0.54	4.990	-1.98	2.52	307.07	235.00
48.05	346.66	4.17	0.30	4.970	-2.04	2.34	279.20	235.00
48.09	346.98	4.12	0.31	4.920	-2.27	2.58	316.05	235.00
48.14	347.29	3.89	0.06	1.080	-1.30	1.36	125.16	125.16
48.18	347.61	4.04	0.38	4.680	-2.43	2.81	352.81	235.00
48.22	347.92	3.79	0.07	5.000	-2.52	2.59	318.59	235.00
48.27	348.24	3.88	0.04	4.850	-2.48	2.52	306.41	235.00
48.35	348.87	4.09	0.19	5.310	-2.54	2.73	339.84	235.00
48.46	349.66	3.93	-0.10	5.390	-2.93	2.83	355.00	235.00
48.52	350.13	3.64	-0.09	4.950	-2.88	2.79	349.22	235.00
48.61	350.76	3.63	-0.30	4.750	-2.71	2.41	290.19	235.00
48.69	351.39	3.80	-0.10	4.760	-2.99	2.89	364.84	235.00
48.84	352.49	3.88	-0.17	4.850	-2.58	2.41	289.66	235.00
48.93	353.12	3.61	-0.31	4.980	-2.70	2.39	286.41	235.00
48.95	353.28	4.00	-0.23	4.880	-2.57	2.34	279.09	235.00
48.99	353.59	3.97	-0.26	5.080	-2.67	2.41	289.06	235.00
49.03	353.88	4.22	-0.21	5.090	-2.98	2.77	345.94	235.00
49.06	354.15	4.14	-0.18	5.160	-2.57	2.39	285.94	235.00
49.08	354.28	4.20	-0.13	5.180	-2.40	2.27	268.03	235.00
49.12	354.55	4.17	-0.06	5.180	-2.34	2.28	269.38	235.00
49.16	354.82	4.11	-0.07	5.050	-2.44	2.37	283.59	235.00
49.19	355.09	4.22	-0.06	5.040	-2.16	2.10	240.78	235.00
49.23	355.36	4.26	-0.05	4.940	-2.59	2.54	309.38	235.00
49.25	355.50	4.05	-0.10	5.140	-2.42	2.32	275.78	235.00
49.26	355.63	4.05	0.10	5.170	-2.41	2.51	304.69	235.00
49.30	355.90	4.14	-0.05	5.070	-2.36	2.31	274.53	235.00
49.34	356.17	4.15	0.06	4.960	-2.24	2.30	272.50	235.00
49.39	356.58	4.24	0.10	5.080	-2.29	2.39	286.25	235.00
49.41	356.71	4.04	-0.03	5.050	-2.26	2.23	262.03	235.00
49.45	356.98	4.06	0.02	4.830	-2.48	2.50	303.91	235.00
49.47	357.18	3.98	-0.02	5.070	-2.50	2.48	300.31	235.00
49.52	357.52	3.71	0.15	4.900	-1.86	2.01	227.03	227.03
49.56	357.79	3.87	0.02	4.940	-1.99	2.01	226.87	226.87
49.59	358.06	3.89	0.08	5.140	-2.20	2.28	269.23	235.00
49.63	358.33	4.08	0.14	4.940	-2.03	2.17	251.63	235.00
49.67	358.60	3.92	0.11	4.960	-2.09	2.20	257.03	235.00
49.68	358.74	4.07	0.15	4.940	-2.05	2.20	256.88	235.00
49.70	358.87	4.07	0.04	4.770	-2.18	2.22	260.78	235.00
49.72	359.01	3.89	0.17	4.890	-2.50	2.67	329.69	235.00
49.74	359.13	3.88	0.01	4.620	-2.79	2.80	350.31	235.00
49.75	359.26	4.09	0.17	4.850	-2.12	2.29	271.33	235.00
49.77	359.38	4.10	0.43	4.930	-2.22	2.65	327.87	235.00
49.79	359.50	3.83	0.36	4.570	-2.31	2.67	330.00	235.00
49.80	359.62	3.73	0.30	4.860	-2.68	2.98	378.59	235.00
49.84	359.87	3.88	-0.10	4.840	-2.16	2.06	235.78	235.00
49.89	360.24	3.69	0.12	4.660	-2.43	2.55	310.94	235.00
49.94	360.61	3.60	-0.03	4.380	-2.71	2.68	332.66	235.00
49.97	360.85	3.90	-0.04	4.470	-2.57	2.53	308.28	235.00
50.00	361.03	3.87	0.03	4.950	-2.36	2.39	287.48	235.00
50.00	361.10	4.06	0.09	4.940	-2.15	2.24	264.03	235.00
50.04	361.38	4.09	0.37	4.760	-1.92	2.29	270.48	235.00
50.09	361.70	3.54	0.40	4.930	-1.99	2.39	287.19	235.00
50.13	362.03	3.99	0.23	4.970	-2.00	2.23	262.19	235.00
50.17	362.35	4.01	0.40	4.860	-2.11	2.51	305.78	235.00
50.24	362.84	3.95	0.11	4.720	-2.39	2.50	303.71	235.00
50.28	363.16	4.01	0.25	4.730	-2.16	2.41	289.69	235.00
50.33	363.48	3.96	-0.33	4.800	-2.39	2.06	235.00	235.00
50.37	363.81	3.76	0.16	4.820	-2.35	2.51	304.84	235.00
50.41	364.13	3.96	0.28	4.880	-1.87	2.15	249.22	235.00
50.46	364.45	3.97	0.52	4.840	-1.84	2.36	281.25	235.00
50.50	364.78	3.98	0.51	5.020	-1.90	2.41	290.00	235.00
50.55	365.10	3.89	-0.02	4.880	-1.91	1.89	208.13	208.13
50.63	365.75	3.88	0.17	4.700	-2.19	2.36	282.19	235.00
50.68	366.07	3.97	0.33	4.590	-1.99	2.32	275.97	235.00
50.72	366.40	3.87	0.09	4.850	-2.08	2.17	252.92	235.00
50.80	366.99	3.75	0.44	4.770	-1.86	2.30	273.01	235.00
50.84	367.28	3.79	0.51	4.830	-1.93	2.44	294.74	235.00
50.90	367.73	3.84	0.46	4.900	-1.78	2.24	263.59	235.00
50.96	368.17	3.49	0.61	4.780	-1.79	2.40	288.59	235.00
51.00	368.47	3.87	0.44	4.530	-1.93	2.37	283.13	235.00
51.18	369.80	3.76	0.41	4.390	-1.69	2.10	241.41	235.00
51.20	369.95	3.83	0.35	4.170	-2.04	2.39	286.25	235.00
51.26	370.39	3.77	0.47	4.720	-1.96	2.43	292.34	235.00
51.30	370.69	3.49	0.68	4.680	-2.08	2.76	344.53	235.00
51.42	371.57	3.63	0.39	4.480	-2.29	2.68	331.41	235.00
51.44	371.72	3.79	0.25	4.360	-2.45	2.70	335.67	235.00
51.46	371.87	3.82	-0.06	4.730	-2.20	2.14	247.81	235.00
51.50	372.17	3.79	0.18	4.470	-2.52	2.70	335.84	235.00
51.56	372.67	3.95	0.43	4.870	-1.94	2.37	284.22	235.00
51.60	373.01	3.92	0.38	4.830	-1.92	2.30	272.03	235.00
51.62	373.18	4.01	0.25	4.770	-1.84	2.09	239.06	235.00
51.64	373.36	3.88	0.38	4.760	-1.97	2.35	279.84	235.00
51.68	373.70	3.89	0.41	4.730	-1.98	2.39	287.14	235.00
51.72	374.04	3.92	0.45	4.800	-1.97	2.42	290.86	235.00
51.76	374.38	3.62	0.62	4.800	-1.93	2.55	311.17	235.00
51.78	374.55	3.69	0.41	4.730	-1.89	2.30	272.09	235.00
51.82	374.89	3.86	0.57	4.670	-1.75	2.32	275.47	235.00
51.88	375.41	3.83	0.40	4.760	-1.81	2.21	257.81	235.00
51.92	375.75	3.86	0.61	4.720	-1.81	2.42	291.81	235.00
51.94	375.92	3.60	0.44	4.320	-2.09	2.53	308.56	235.00
51.96	376.09	3.95	0.34	4.700	-1.92	2.26	265.78	235.00
52.10	377.29	3.78	0.51	4.540	-2.21	2.72	337.66	235.00
52.12	377.46	3.77	0.50	4.520	-2.04	2.54	310.16	235.00
