leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
4,31,,LOWER MIOCENE,,212.0,221.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
4,31,,UPPER OLIGOCENE,,270.0,279.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
5,32,,PLEISTOCENE,,0.0,42.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
5,32,,UPPER PLIOCENE,,80.0,90.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
5,32,,LOWER PLIOCENE,,90.0,109.5,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
5,32,,UPPER MIOCENE,,109.5,168.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
5,32,,MIDDLE MIOCENE,,168.0,185.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
5,32,,LOWER MIOCENE,UPPER OLIGOCENE,185.0,210.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,16.0,30.0,23.0,DSDP INITIAL REPORTS
5,32,,LOWER OLIGOCENE,,210.0,215.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
5,33,,PLEISTOCENE,,0.0,56.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
5,33,,UPPER PLIOCENE,,95.0,102.1,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
5,33,,LOWER PLIOCENE,,102.1,161.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
5,33,,UPPER MIOCENE,,219.0,248.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
5,33,,MIDDLE MIOCENE,,248.0,295.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
5,34,,PLEISTOCENE,,20.0,38.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
5,34,,UPPER PLIOCENE,,75.0,84.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
5,34,,LOWER PLIOCENE,,107.0,141.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
5,34,,UPPER MIOCENE,,141.0,221.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
5,34,,MIDDLE MIOCENE,,269.0,306.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
5,34,,LOWER MIOCENE,,337.0,348.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
5,34,,LOWER MIOCENE,UPPER OLIGOCENE,348.0,352.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,16.0,30.0,23.0,DSDP INITIAL REPORTS
5,34,,UPPER OLIGOCENE,,352.0,384.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
5,35,,PLEISTOCENE,,0.0,330.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
5,36,,PLEISTOCENE,,0.0,46.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
5,36,,UPPER PLIOCENE,,48.0,67.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
5,36,,LOWER PLIOCENE,,67.0,104.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
5,36,,UPPER MIOCENE,,104.0,110.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
5,36,,LOWER MIOCENE,,110.0,115.5,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
5,37,,PLEISTOCENE,,0.0,14.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
5,38,,NEOGENE,,0.0,39.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,22.5,12.15,DSDP INITIAL REPORTS
5,38,,LOWER EOCENE,,39.0,48.0,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
5,39,,NEOGENE,,0.0,14.5,,NO AGE GIVEN,,NO AGE GIVEN,1.8,22.5,12.15,DSDP INITIAL REPORTS
5,39,,LOWER EOCENE,,14.5,17.0,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
5,40,,NEOGENE,,0.0,10.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,22.5,12.15,DSDP INITIAL REPORTS
5,40,,UPPER EOCENE,,10.0,13.5,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
5,40,,MIDDLE EOCENE,,13.5,88.5,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
5,40,,LOWER EOCENE,,88.5,156.0,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
5,41,,NEOGENE,,0.0,6.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,22.5,12.15,DSDP INITIAL REPORTS
5,41,,UPPER EOCENE,,6.0,21.5,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
5,41,,MIDDLE EOCENE,,21.5,34.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
5,42,,UPPER OLIGOCENE,,0.0,27.1,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
5,42,,LOWER OLIGOCENE,,27.1,35.2,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
5,42,,UPPER EOCENE,,35.2,63.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
5,42,,MIDDLE EOCENE,,63.0,100.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
5,42,,UPPER OLIGOCENE,,0.0,27.1,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
5,42,,LOWER OLIGOCENE,,27.1,35.2,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
5,42,,UPPER EOCENE,,35.2,63.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
5,42,,MIDDLE EOCENE,,63.0,100.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
6,44,,LOWER OLIGOCENE,,39.9,49.1,MISSING HOLE OR DRILLED INTERVAL,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
6,44,,UPPER EOCENE,,49.1,58.2,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
6,44,,MIDDLE EOCENE,,58.2,75.6,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
6,46,,LOWER OLIGOCENE,UPPER CRETACEOUS,0.0,9.1,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,30.0,100.0,65.0,DSDP INITIAL REPORTS
6,47,,PLEISTOCENE,,0.0,9.1,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
6,47,,PLEISTOCENE,,0.0,9.1,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
6,47,,PLEISTOCENE,,0.0,9.1,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
6,49,,PLEISTOCENE,,0.0,9.1,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
6,49,,LOWER CRETACEOUS,UPPER JURASSIC,17.4,18.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,100.0,149.0,124.5,DSDP INITIAL REPORTS
6,49,,PLEISTOCENE,,0.0,9.1,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
6,49,,LOWER CRETACEOUS,UPPER JURASSIC,17.4,18.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,100.0,149.0,124.5,DSDP INITIAL REPORTS
6,50,,LOWER CRETACEOUS,UPPER JURASSIC,38.1,44.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,100.0,149.0,124.5,DSDP INITIAL REPORTS
6,50,,LOWER CRETACEOUS,UPPER JURASSIC,38.1,44.8,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,100.0,149.0,124.5,DSDP INITIAL REPORTS
6,51,,LOWER PLIOCENE,,114.0,121.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
6,51,,UPPER MIOCENE,,121.0,123.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
6,51,,UPPER CRETACEOUS,,125.0,125.5,,NO AGE GIVEN,,NO AGE GIVEN,65.0,100.0,82.5,DSDP INITIAL REPORTS
6,51,,LOWER PLIOCENE,,114.0,121.0,,NO AGE GIVEN,,NO AGE GIVEN,3.4,5.0,4.2,DSDP INITIAL REPORTS
6,51,,UPPER MIOCENE,,121.0,123.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
6,51,,UPPER CRETACEOUS,,125.0,125.5,,NO AGE GIVEN,,NO AGE GIVEN,65.0,100.0,82.5,DSDP INITIAL REPORTS
6,52,,NEOGENE,,0.0,27.4,,NO AGE GIVEN,,NO AGE GIVEN,1.8,22.5,12.15,DSDP INITIAL REPORTS
6,52,,TERTIARY,,28.0,57.9,,NO AGE GIVEN,,NO AGE GIVEN,1.8,65.0,33.4,DSDP INITIAL REPORTS
6,52,,CRETACEOUS,,57.9,68.9,,NO AGE GIVEN,,NO AGE GIVEN,65.0,135.0,100.0,DSDP INITIAL REPORTS
6,53,,MIDDLE MIOCENE,,99.4,141.1,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
6,53,,LOWER MIOCENE,,164.9,174.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
6,53,,UPPER OLIGOCENE,,192.9,194.5,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
6,53,,OLIGOCENE,,194.5,200.6,,NO AGE GIVEN,,NO AGE GIVEN,22.5,37.5,30.0,DSDP INITIAL REPORTS
6,53,,MIDDLE MIOCENE,,99.4,141.1,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
6,53,,LOWER MIOCENE,,164.9,174.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
6,53,,UPPER OLIGOCENE,,192.9,194.5,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
6,53,,OLIGOCENE,,194.5,200.6,,NO AGE GIVEN,,NO AGE GIVEN,22.5,37.5,30.0,DSDP INITIAL REPORTS
6,53,,MIDDLE MIOCENE,,99.4,141.1,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
6,53,,LOWER MIOCENE,,164.9,174.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
6,53,,UPPER OLIGOCENE,,192.9,194.5,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
6,53,,OLIGOCENE,,194.5,200.6,,NO AGE GIVEN,,NO AGE GIVEN,22.5,37.5,30.0,DSDP INITIAL REPORTS
6,54,,MIDDLE MIOCENE,,83.2,270.4,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
6,55,,PLEISTOCENE,,0.0,8.5,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
6,55,,UPPER PLIOCENE,,8.5,27.4,,NO AGE GIVEN,,NO AGE GIVEN,1.8,3.4,2.6,DSDP INITIAL REPORTS
6,55,,UPPER MIOCENE,,27.4,44.5,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
6,55,,MIDDLE MIOCENE,,44.5,71.5,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
6,55,,LOWER MIOCENE,,71.5,101.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
6,55,,LOWER MIOCENE,UPPER OLIGOCENE,103.3,112.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,16.0,30.0,23.0,DSDP INITIAL REPORTS
6,55,,UPPER OLIGOCENE,,112.5,130.8,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
6,57,,UPPER OLIGOCENE,,297.5,327.7,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
6,57,,UPPER OLIGOCENE,,297.5,327.7,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
6,57,,UPPER OLIGOCENE,,297.5,327.7,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
6,58,,LOWER PLIOCENE,MIDDLE MIOCENE,15.2,20.1,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,16.0,9.7,DSDP INITIAL REPORTS
6,58,,LOWER PLIOCENE,MIDDLE MIOCENE,15.2,20.1,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,16.0,9.7,DSDP INITIAL REPORTS
6,58,,LOWER PLIOCENE,MIDDLE MIOCENE,15.2,20.1,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,3.4,16.0,9.7,DSDP INITIAL REPORTS
6,60,,MIDDLE MIOCENE,,52.1,231.7,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
6,60,,MIDDLE MIOCENE,LOWER MIOCENE,288.6,346.9,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,10.5,22.5,16.5,DSDP INITIAL REPORTS
6,60,,LOWER MIOCENE,,346.9,350.4,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,61,,LOWER MIOCENE,,72.0,81.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,61,,LOWER MIOCENE,,72.0,81.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,62,,PLIOCENE,,91.0,100.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
7,62,,UPPER MIOCENE,,205.0,214.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
7,62,,MIDDLE MIOCENE,,299.0,308.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
7,62,,LOWER MIOCENE,,395.0,496.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,62,,UPPER OLIGOCENE,,521.0,581.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
7,62,,PLIOCENE,,91.0,100.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
7,62,,UPPER MIOCENE,,205.0,214.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
7,62,,MIDDLE MIOCENE,,299.0,308.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
7,62,,LOWER MIOCENE,,395.0,496.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,62,,UPPER OLIGOCENE,,521.0,581.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
7,63,,PLEISTOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
7,63,,UPPER MIOCENE,,61.0,70.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
7,63,,MIDDLE MIOCENE,,137.0,146.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
7,63,,LOWER MIOCENE,,230.0,240.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,63,,OLIGOCENE,,352.0,566.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,37.5,30.0,DSDP INITIAL REPORTS
7,63,,PLEISTOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
7,63,,UPPER MIOCENE,,61.0,70.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
7,63,,MIDDLE MIOCENE,,137.0,146.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
7,63,,LOWER MIOCENE,,230.0,240.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,63,,OLIGOCENE,,352.0,566.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,37.5,30.0,DSDP INITIAL REPORTS
7,63,,PLEISTOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
7,63,,UPPER MIOCENE,,61.0,70.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
7,63,,MIDDLE MIOCENE,,137.0,146.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
7,63,,LOWER MIOCENE,,230.0,240.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,63,,OLIGOCENE,,352.0,566.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,37.5,30.0,DSDP INITIAL REPORTS
7,64,,PLEISTOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
7,64,,PLIOCENE,,99.0,108.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
7,64,,UPPER MIOCENE,,202.0,211.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
7,64,,MIDDLE MIOCENE,,304.0,418.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
7,64,,LOWER MIOCENE,,505.0,619.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,64,,UPPER OLIGOCENE,,705.0,781.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
7,64,,LOWER OLIGOCENE,,848.0,851.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
7,64,,PLEISTOCENE,,0.0,9.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
7,64,,PLIOCENE,,99.0,108.0,,NO AGE GIVEN,,NO AGE GIVEN,1.8,5.0,3.4,DSDP INITIAL REPORTS
7,64,,UPPER MIOCENE,,202.0,211.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
7,64,,MIDDLE MIOCENE,,304.0,418.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
7,64,,LOWER MIOCENE,,505.0,619.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,64,,UPPER OLIGOCENE,,705.0,781.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
7,64,,LOWER OLIGOCENE,,848.0,851.0,,NO AGE GIVEN,,NO AGE GIVEN,30.0,37.5,33.75,DSDP INITIAL REPORTS
7,65,,PLEISTOCENE,PLIOCENE,1.0,15.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,5.0,2.506,DSDP INITIAL REPORTS
7,65,,UPPER MIOCENE,,15.0,40.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
7,65,,MIDDLE MIOCENE,,40.0,64.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
7,65,,LOWER MIOCENE,,64.0,97.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,65,,OLIGOCENE,,97.0,127.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,37.5,30.0,DSDP INITIAL REPORTS
7,65,,UPPER EOCENE,,127.0,145.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
7,65,,PLEISTOCENE,PLIOCENE,1.0,15.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,0.011,5.0,2.506,DSDP INITIAL REPORTS
7,65,,UPPER MIOCENE,,15.0,40.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
7,65,,MIDDLE MIOCENE,,40.0,64.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
7,65,,LOWER MIOCENE,,64.0,97.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,65,,OLIGOCENE,,97.0,127.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,37.5,30.0,DSDP INITIAL REPORTS
7,65,,UPPER EOCENE,,127.0,145.0,,NO AGE GIVEN,,NO AGE GIVEN,37.5,43.0,40.25,DSDP INITIAL REPORTS
7,66,,UPPER MIOCENE,,41.0,50.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
7,66,,LOWER MIOCENE,,79.0,88.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,66,,OLIGOCENE,,117.0,126.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,37.5,30.0,DSDP INITIAL REPORTS
7,66,,PALEOCENE,,148.0,187.0,,NO AGE GIVEN,,NO AGE GIVEN,53.5,65.0,59.25,DSDP INITIAL REPORTS
7,66,,UPPER CRETACEOUS,,187.0,192.0,,NO AGE GIVEN,,NO AGE GIVEN,65.0,100.0,82.5,DSDP INITIAL REPORTS
7,66,,UPPER MIOCENE,,41.0,50.0,,NO AGE GIVEN,,NO AGE GIVEN,5.0,10.5,7.75,DSDP INITIAL REPORTS
7,66,,LOWER MIOCENE,,79.0,88.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
7,66,,OLIGOCENE,,117.0,126.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,37.5,30.0,DSDP INITIAL REPORTS
7,66,,PALEOCENE,,148.0,187.0,,NO AGE GIVEN,,NO AGE GIVEN,53.5,65.0,59.25,DSDP INITIAL REPORTS
7,66,,UPPER CRETACEOUS,,187.0,192.0,,NO AGE GIVEN,,NO AGE GIVEN,65.0,100.0,82.5,DSDP INITIAL REPORTS
7,67,,LOWER EOCENE,,0.0,5.0,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
7,67,,LOWER EOCENE,,0.0,5.0,,NO AGE GIVEN,,NO AGE GIVEN,49.0,53.5,51.25,DSDP INITIAL REPORTS
8,68,,PLEISTOCENE,,0.0,0.2,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
8,68,,MIDDLE EOCENE,,0.2,15.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
8,68,,PLEISTOCENE,,0.0,0.2,,NO AGE GIVEN,,NO AGE GIVEN,0.011,1.8,0.9055,DSDP INITIAL REPORTS
8,68,,MIDDLE EOCENE,,0.2,15.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
8,69,,UPPER MIOCENE,MIDDLE MIOCENE,0.9,9.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,5.0,16.0,10.5,DSDP INITIAL REPORTS
8,69,,MIDDLE MIOCENE,,14.0,28.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
8,69,,LOWER MIOCENE,,28.0,32.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
8,69,,UPPER OLIGOCENE,,52.0,126.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
8,69,,MIDDLE EOCENE,,187.0,196.0,,NO AGE GIVEN,,NO AGE GIVEN,43.0,49.0,46.0,DSDP INITIAL REPORTS
8,69,,UPPER MIOCENE,MIDDLE MIOCENE,0.9,9.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,5.0,16.0,10.5,DSDP INITIAL REPORTS
8,69,,MIDDLE MIOCENE,,14.0,28.0,,NO AGE GIVEN,,NO AGE GIVEN,10.5,16.0,13.25,DSDP INITIAL REPORTS
8,69,,LOWER MIOCENE,,28.0,32.0,,NO AGE GIVEN,,NO AGE GIVEN,16.0,22.5,19.25,DSDP INITIAL REPORTS
8,69,,UPPER OLIGOCENE,,52.0,126.0,,NO AGE GIVEN,,NO AGE GIVEN,22.5,30.0,26.25,DSDP INITIAL REPORTS
