Exp,Site,Hole,Latitude,Longitude,Water depth (m),Penetration DSF (m),Cored interval (m),Recovered length (m),Recovery (%),Drilled interval (m),Drilled interval (no.),Total cores (no.),APC cores (no.),HLAPC cores (no.),XCB cores (no.),RCB cores (no.),Other cores (no.),Date started (UTC),Date finished (UTC),Time on hole (days),Comments,
374,U1523,D,74 09.0288 S,176 47.7087 W,827.97,307.8,172.8,0.9,0.52,135,1,18,0,0,0,18,0,1/31/18 12:30,2/2/18 13:40,2.05,,
374,U1523,E,74 09.0290 S,176 47.7491 W,827.88,130.8,84.7,54.08,63.85,46.1,8,17,1,16,0,0,0,2/2/18 13:40,2/3/18 16:47,1.13,,
374,U1524,A,74 13.0427 S,173 38.0185 W,2394.39,299.5,299.5,282.35,94.27,,0,34,30,1,3,0,0,2/3/18 21:44,2/5/18 20:50,1.96,,
374,U1524,B,74 13.0440 S,173 37.9834 W,2394.16,7.7,7.7,7.76,100.78,,0,1,1,0,0,0,0,2/5/18 20:50,2/6/18 7:30,0.44,,
374,U1524,C,74 13.0537 S,173 37.9338 W,2394.34,441.9,181.4,19.2,10.58,260.5,1,19,0,0,0,19,0,2/8/18 21:00,2/11/18 5:35,2.36,,
374,U1525,A,75 00.0603 S,173 55.2028 W,1775.74,213.2,213.2,158.7,74.44,,0,33,8,14,11,0,0,2/6/18 13:15,2/8/18 16:35,2.14,,
375,U1518,C,38 51.5692 S,178 53.7616 E,2631.74,9.1,9.1,9.13,100.33,,0,1,1,0,0,0,0,3/13/18 6:30,3/13/18 20:47,0.6,Partial Stroke on mudline core-terminate hole,
375,U1518,D,38 51.5699 S,178 53.7634 E,2628.24,9.6,9.6,9.61,100.1,,0,1,1,0,0,0,0,3/13/18 20:47,3/13/18 21:40,0.04,Full barrel on mudline,
375,U1518,E,38 51.5669 S,178 53.7618 E,2626.14,175.6,175.6,160.96,91.66,,0,32,10,15,7,0,0,3/13/18 21:40,3/16/18 2:35,2.2,XCB refusal @ 175.9 mbsf,
375,U1518,F,38 51.5694 S,178 53.7619 E,2626.06,494.9,297.2,126.82,42.67,197.7,1,31,0,0,0,31,0,3/16/18 2:35,3/19/18 12:10,3.4,,
375,U1518,G,38 51.5505 S,178 53.7617 E,2629.76,433,,,0,433,1,0,0,0,0,0,0,3/19/18 12:10,3/23/18 23:45,4.48,,
375,U1518,H,38 51.5402 S,178 53.7642 E,2631.14,426.5,,,0,426.5,1,0,0,0,0,0,0,3/23/18 23:45,4/1/18 20:18,8.86,,
375,U1519,B,38 43.6426 S,178 36.8655 E,1000.43,285.1,,,0,285.1,1,0,0,0,0,0,0,4/13/18 6:18,4/17/18 22:55,4.69,,
375,U1519,C,38 43.6483 S,178 36.8773 E,1000.34,640,215.6,119.17,55.27,424.4,3,23,0,0,0,23,0,4/17/18 22:55,4/20/18 20:15,2.89,,
375,U1519,D,38 43.6516 S,178 36.8831 E,1000.42,23.3,23.3,23.64,101.46,,0,3,3,0,0,0,0,4/20/18 20:15,4/21/18 6:00,0.41,,
375,U1519,E,38 43.6572 S,178 36.8949 E,1000.32,85.8,85.8,88.98,103.71,,0,13,8,5,0,0,0,4/21/18 6:00,4/22/18 1:12,0.8,,
375,U1520,C,38 58.1532 S,179 07.9112 E,3522.05,1054.1,408.1,235.4,57.68,646,1,43,0,0,0,43,0,3/27/18 13:57,4/9/18 13:18,12.97,,
375,U1520,D,38 58.1475 S,179 07.8991 E,3520.28,642.3,515.8,318.38,61.73,126.5,2,65,18,11,36,0,0,4/24/18 9:00,5/1/18 22:30,7.56,,
375,U1526,A,39 01.3203 S,179 14.7594 E,2890.11,83.6,83.6,29.26,35,,0,14,0,0,0,14,0,4/22/18 5:30,4/24/18 8:35,2.13,,
375,U1526,B,39 01.3146 S,179 14.7481 E,2888.41,33.5,33.5,31.56,94.21,,0,5,4,0,1,0,0,5/2/18 6:30,5/3/18 0:30,0.75,,
376,U1527,A,34 51.6528 S,179 03.2397 E,1464.23,101.4,101.4,1.27,1.25,,0,15,0,0,0,15,0,5/9/18 8:00,5/11/18 23:20,2.64,,
376,U1527,B,34 51.6519 S,179 03.2526 E,1464.19,105.5,,,0,105.5,1,0,0,0,0,0,0,5/11/18 23:20,5/15/18 3:30,3.17,Coring BHA and bit entered,
376,U1527,C,34 51.6625 S,179 03.2534 E,1464.12,238,138.1,25.9,18.75,99.9,1,19,0,0,0,19,0,5/15/18 3:30,5/20/18 5:25,5.08,,
376,U1528,A,34 52.9177 S,179 04.1070 E,1228.36,84.4,84.4,17.09,20.25,,0,14,0,0,0,14,1,5/20/18 5:25,5/22/18 7:45,2.1,Pilot hole for reentry system (Hole C),
376,U1528,B,34 52.9222 S,179 04.1077 E,1229.35,25.6,,,0,25.6,2,0,0,0,0,0,0,5/22/18 7:45,5/24/18 16:50,2.38,Failed reentry system,
376,U1528,C,34 52.9215 S,179 04.1128 E,1229.01,53.5,31.5,3.63,11.52,22,1,7,0,0,0,0,7,5/24/18 16:50,5/26/18 16:30,1.99,TDCS test,
376,U1528,D,34 52.9219 S,179 04.1164 E,1228.04,359.3,298,87.23,29.27,61.3,1,62,0,0,0,62,0,5/28/18 12:25,6/12/18 4:05,14.65,Reentry system for upper cone site,
376,U1529,A,34 52.5161 S,179 3.5139 E,1734.99,12,12,1.86,15.5,,0,1,0,0,0,1,0,5/26/18 16:30,5/27/18 7:25,0.62,,
376,U1529,B,34 52.5217 S,179 3.5207 E,1732.99,34.4,34.4,0.6,1.74,,0,3,0,0,0,3,1,5/27/18 7:25,5/28/18 12:25,1.21,,
376,U1530,A,34 51.6588 S,179 3.4572 E,1594.86,453.1,453.1,76.77,16.94,,0,93,0,0,0,93,0,6/12/18 16:05,6/20/18 8:05,7.67,,
376,U1531,A,34 52.7767 S,179 4.2241 E,1354.87,15,15,1,6.67,,0,1,0,0,0,1,0,6/20/18 8:05,6/22/18 11:30,2.14,,
376,U1531,B,34 52.7721 S,179 4.2111 E,1351.87,26,26,3.98,15.31,,0,3,0,0,0,3,0,6/22/18 11:30,6/23/18 2:20,0.62,,
376,U1531,C,34 52.7239 S,179 4.2586 E,1306.87,28.4,28.4,2.25,7.92,,0,3,0,0,0,3,0,6/23/18 2:20,6/24/18 1:40,0.97,,
376,U1531,D,34 52.7228 S,179 4.2606 E,1306.85,19,,,0,19,1,0,0,0,0,0,0,6/24/18 1:40,6/25/18 12:45,1.46,Reentry system BHA and drill down,
376,U1531,E,34 52.7591 S,179 4.2344 E,1355.01,39.6,21.7,0.79,3.64,17.9,1,5,0,0,0,5,3,6/25/18 12:45,7/1/18 2:35,5.58,RCB BHA,
378,U1553,A,52°13.4294'S,166°11.4801'E,1221.2,216.4,216.4,214.08,98.93,,0,27,19,2,6,0,0,1/14/20 23:10,1/16/20 9:15,1.42,,
378,U1553,B,52°13.4300'S,166°11.4964'E,1221.66,243,243,231.91,95.44,,0,29,16,0,13,0,0,1/16/20 9:15,1/18/20 3:45,1.77,,
378,U1553,C,52°13.4412'S,166°11.4975'E,1221.63,567.5,333.5,158.76,47.6,234,1,43,0,0,0,43,0,1/18/20 3:45,1/21/20 14:30,3.45,,
378,U1553,D,52°13.4403'S,166°11.4796'E,1221.61,584.3,184.9,97.95,52.97,399.4,1,19,0,0,0,19,0,1/21/20 14:30,1/24/20 12:55,2.93,,
378,U1553,E,52°13.4409'S,166°11.4616'E,1221.26,237.6,237.6,209.77,88.29,,0,27,15,0,12,0,0,1/24/20 12:55,1/25/20 23:42,1.45,,
379,U1532,A,68° 36.6833'S,107° 31.5003'W,3961.48,100.6,100.6,103.04,102.43,,0,11,11,0,0,0,0,1/31/19 0:45,2/1/19 12:30,1.49,,
379,U1532,B,68° 36.6837'S,107° 31.4696'W,3961.44,180.3,87.2,91.92,105.41,93.1,1,10,9,1,0,0,0,2/1/19 12:30,2/3/19 20:15,2.32,,
379,U1532,C,68° 36.6952'S,107° 31.4721'W,3961.41,392.3,214,179.6,83.93,178.3,1,32,0,17,15,0,0,2/3/19 20:15,2/8/19 3:45,4.31,,
379,U1532,D,68° 36.6953'S,107° 31.5015'W,3961.48,381.9,19.2,17.42,90.73,362.7,1,2,0,0,0,2,0,2/8/19 3:45,2/10/19 9:04,2.22,,
379,U1532,E,68° 36.4292'S,107° 32.4613'W,3977.36,101.6,,,0,101.6,1,0,0,0,0,0,0,2/10/19 9:04,2/10/19 21:30,0.52,,
379,U1532,F,68° 36.6833'S,107° 31.5303'W,3961.46,321.4,,,0,321.4,1,0,0,0,0,0,0,2/10/19 21:30,2/12/19 21:45,2.01,,
379,U1532,G,68° 36.6954'S,107° 31.5299'W,3961.41,794,421.7,366.41,86.89,372.3,1,45,0,0,0,45,1,2/12/19 21:45,2/23/19 17:55,10.84,,
379,U1533,A,68° 44.0168'S,109° 0.6014'W,4180.81,28.5,28.5,29.54,103.65,,0,3,3,0,0,0,0,2/24/19 0:09,2/25/19 13:43,1.57,Abandon for ice,
379,U1533,B,68° 44.0994'S,109° 3.0010'W,4190.21,382.6,357.1,250.78,70.23,25.5,1,42,17,4,9,12,0,2/25/19 13:43,3/7/19 16:30,10.12,Ended for medevac,
379,U1533,C,68° 44.0696'S,109° 1.5103'W,4183.05,7.7,7.7,7.74,100.52,,0,1,1,0,0,0,0,2/27/19 6:30,2/27/19 11:05,0.19,,
379,U1533,D,68° 44.0727'S,109° 1.4901'W,4183.94,40,40,40.01,100.03,,0,5,5,0,0,0,0,2/27/19 11:05,2/28/19 18:45,1.32,,
379T,J1001,A,46° 24.3201'S,77° 19.4362'W,3054.93,9.5,9.5,9.66,101.68,,0,1,1,0,0,0,0,7/28/19 14:06,7/29/19 7:20,0.72,Abandoned after full mud line core,
379T,J1001,B,46° 24.3198'S,77° 19.4343'W,3056.23,100.7,100.7,101.25,100.55,,0,11,11,0,0,0,0,7/29/19 7:20,7/30/19 6:00,0.94,,
379T,J1001,C,46° 24.3278'S,77° 19.4333'W,3056.94,102.5,99.5,102.61,103.13,3,1,11,11,0,0,0,0,7/30/19 6:00,7/30/19 19:15,0.55,,
379T,J1001,D,46° 24.3289'S,77° 19.4652'W,3056.91,6.1,6.1,6.13,100.49,,0,1,1,0,0,0,0,7/30/19 19:15,7/30/19 20:15,0.04,,
379T,J1001,E,46° 24.3319'S,77° 19.4639'W,3054.61,90.9,85.4,87.76,102.76,5.5,2,9,9,0,0,0,0,7/30/19 20:15,7/31/19 15:00,0.78,,
379T,J1002,A,46° 4.2964'S,75° 41.2300'W,1534.85,106.6,106.6,110.95,104.08,,0,12,12,0,0,0,0,7/31/19 22:08,8/2/19 7:15,1.38,,
379T,J1002,B,46° 4.3017'S,75° 41.2146'W,1533.05,103.9,103.9,110.77,106.61,,0,11,11,0,0,0,0,8/2/19 7:15,8/2/19 18:45,0.48,,
379T,J1002,C,46° 4.3107'S,75° 41.2151'W,1532.53,101.9,101.9,108.59,106.57,,0,11,11,0,0,0,0,8/2/19 18:45,8/3/19 13:30,0.78,,
379T,J1003,A,45° 28.5008'S,75° 33.5020'W,669.81,79.6,79.6,79.58,99.97,,0,9,9,0,0,0,0,8/4/19 1:00,8/5/19 12:00,1.46,,
379T,J1003,B,45° 28.4993'S,75° 33.4836'W,670.81,53.1,53.1,54.16,102,,0,6,6,0,0,0,0,8/5/19 12:00,8/5/19 22:45,0.45,,
379T,J1004,A,44° 9.0306'S,75° 9.0651'W,1125.23,70.1,70.1,60.94,86.93,,0,9,9,0,0,0,0,8/6/19 7:30,8/6/19 22:21,0.62,,
379T,J1004,B,44° 9.0306'S,75° 9.0478'W,1124.23,58,58,55.35,95.43,,0,7,7,0,0,0,0,8/6/19 22:21,8/7/19 4:00,0.24,,
379T,J1004,C,44° 9.0304'S,75° 9.0328'W,1124.03,56.9,56.9,56.7,99.65,,0,6,6,0,0,0,0,8/7/19 4:00,8/7/19 13:54,0.41,,
379T,J1005,A,41° 4.5798'S,74° 26.0998'W,806.54,101.9,101.9,108.54,106.52,,0,11,11,0,0,0,0,8/8/19 9:33,8/8/19 22:47,0.55,,
379T,J1005,B,41° 4.5796'S,74° 26.0852'W,806.94,107,107,108.9,101.78,,0,12,12,0,0,0,0,8/8/19 22:47,8/9/19 7:29,0.36,,
379T,J1005,C,41° 4.5912'S,74° 26.0855'W,807.18,103.2,103.2,111.7,108.24,,0,11,11,0,0,0,0,8/9/19 7:29,8/9/19 16:09,0.36,,
379T,J1006,A,41° 1.5646'S,74° 26.7036'W,823.28,103.6,103.6,105.62,101.95,,0,11,11,0,0,0,0,8/9/19 19:06,8/10/19 6:50,0.49,,
379T,J1006,B,41° 1.5608'S,74° 26.6856'W,824.48,108.9,108.9,109.1,100.18,,0,12,12,0,0,0,0,8/10/19 6:50,8/10/19 17:30,0.44,,
379T,J1006,C,41° 1.5726'S,74° 26.6851'W,825.44,108.9,108.9,106.23,97.55,,0,12,12,0,0,0,0,8/10/19 17:30,8/11/19 8:15,0.61,,
379T,J1007,A,36° 32.5396'S,73° 39.9894'W,787.11,101.8,101.8,103.77,101.94,,0,11,11,0,0,0,0,8/12/19 9:10,8/12/19 21:30,0.51,,
379T,J1007,B,36° 32.5393'S,73° 39.9766'W,786.51,108.9,108.9,105.03,96.45,,0,12,12,0,0,0,0,8/12/19 21:30,8/13/19 5:00,0.31,,
379T,J1007,C,36° 32.5510'S,73° 39.9756'W,785.9,95.1,95.1,95.86,100.8,,0,11,11,0,0,0,0,8/13/19 5:00,8/13/19 16:30,0.48,,
379T,J1008,A,36° 27.1902'S,73° 54.4796'W,2033.4,99,99,104.9,105.96,,0,11,11,0,0,0,0,8/13/19 18:33,8/14/19 9:30,0.62,,
379T,J1008,B,36° 27.1906'S,73° 54.4651'W,2031.95,104.4,104.4,109.91,105.28,,0,11,11,0,0,0,0,8/14/19 9:30,8/14/19 18:15,0.36,,
379T,J1008,C,36° 27.2012'S,73° 54.4794'W,2032.45,109.4,109.4,117.84,107.71,,0,12,12,0,0,0,0,8/14/19 18:15,8/15/19 10:30,0.68,,
382,U1534,A,53°11.3777'S,58°45.6479'W,605.09,266.3,265.3,270.84,102.09,1,1,45,14,29,2,0,1,3/29/19 14:45,4/1/19 2:00,2.47,,
382,U1534,B,53°11.3763'S,58°45.6298'W,605.07,1.5,1.5,1.51,100.67,,0,1,1,0,0,0,0,4/1/19 2:00,4/1/19 6:00,0.17,1H shattered. No mudline. Abandoned.,
382,U1534,C,53°11.3865'S,58°45.6296'W,606.27,159.2,159.2,159.55,100.22,,0,19,19,0,0,0,0,4/1/19 6:00,4/2/19 3:30,0.9,,
382,U1534,D,53°11.3879'S,58°45.6259'W,606.07,28.5,28.5,29.64,104,,0,3,3,0,0,0,0,4/2/19 3:30,4/2/19 7:00,0.15,,
382,U1535,A,53°11.4899'S,58°38.6048'W,646.86,117.3,117.3,112.47,95.88,,0,17,11,6,0,0,0,4/2/19 12:30,4/3/19 11:45,0.97,,
382,U1536,A,59°26.4602'S,41°3.6596'W,3219.52,354.4,354.4,364.27,102.78,,0,53,22,31,0,0,0,4/6/19 7:00,4/12/19 4:30,5.9,,
382,U1536,B,59°26.4608'S,41°3.6399'W,3220.06,226.1,224.1,230.71,102.95,2,1,24,24,0,0,0,0,4/12/19 9:10,4/13/19 16:30,1.31,,
382,U1536,C,59°26.4604'S,41°3.6191'W,3222.05,352,208,187.42,90.11,144,6,34,16,18,0,0,0,4/13/19 21:00,4/16/19 20:30,2.98,,
382,U1536,D,59°26.4501'S,41°3.6198'W,3221.72,6.9,6.9,6.86,99.42,,0,1,1,0,0,0,0,4/16/19 20:30,4/17/19 9:30,0.54,,
382,U1536,E,59°26.4496'S,41°3.6392'W,3219.08,645.4,305.4,110.55,36.2,340,1,32,0,0,0,32,0,4/17/19 9:30,4/26/19 4:45,8.8,,
382,U1537,A,59°6.6458'S,40°54.3725'W,3712.91,264,264,268.86,101.84,,0,31,26,5,0,0,0,4/26/19 8:15,4/29/19 0:15,2.67,,
382,U1537,B,59°6.6583'S,40°54.3516'W,3712.01,7.4,7.4,7.4,100,,0,1,1,0,0,0,0,4/29/19 0:15,4/29/19 3:30,0.14,,
382,U1537,C,59°6.5197'S,40°54.0870'W,3713.61,15.3,15.3,11.92,77.91,,0,2,2,0,0,0,0,4/29/19 3:30,4/29/19 7:00,0.15,,
382,U1537,D,59°6.6597'S,40°54.3677'W,3713.09,354.3,354.3,348.94,98.49,,0,50,25,25,0,0,0,4/29/19 7:00,5/3/19 14:30,4.31,,
382,U1538,A,57°26.5248'S,43°21.4691'W,3130.58,676,676,476.43,70.48,,0,75,30,5,40,0,0,5/4/19 5:45,5/10/19 19:30,6.57,,
382,U1538,B,57°26.5368'S,43°21.4454'W,3129.81,8.5,8.5,8.49,99.88,,0,1,1,0,0,0,0,5/10/19 19:30,5/10/19 22:45,0.14,,
382,U1538,C,57°26.5387'S,43°21.4521'W,3130.21,105.9,105.9,98.92,93.41,,0,12,11,1,0,0,0,5/10/19 22:45,5/11/19 18:00,0.8,,
382,U1538,D,57°26.5335'S,43°21.4723'W,3130.4,126.4,126.4,114.6,90.66,,0,14,14,0,0,0,0,5/12/19 22:30,5/14/19 2:00,1.15,,
383,U1539,A,56° 09.0600'S,115° 08.0461'W,4071.08,107.6,107.6,104.75,97.35,,0,12,12,0,0,0,0,5/31/19 15:15,6/2/19 5:30,1.59,,
383,U1539,B,56° 09.0587'S,115° 08.0276'W,4070.45,28.2,28.2,21.92,77.73,,0,3,3,0,0,0,0,6/2/19 5:30,6/3/19 13:00,1.31,,
383,U1539,C,56° 09.0711'S,115° 08.0285'W,4070.15,268.1,268.1,247.5,92.32,,0,32,26,6,0,0,0,6/3/19 13:00,6/5/19 15:30,2.1,,
383,U1539,D,56° 09.0720'S,115° 08.0470'W,4070.13,198,129.3,128.18,99.13,68.7,7,14,14,0,0,0,0,6/5/19 15:30,6/7/19 3:30,1.5,,
383,U1540,A,55° 8.4674'S,114° 50.5188'W,3584.6,150,150,155.13,103.42,,0,16,16,0,0,0,0,6/7/19 12:15,6/9/19 12:00,1.99,,
383,U1540,B,55° 8.4656'S,114° 50.4985'W,3579.98,150,140,140.78,100.56,10,3,16,16,0,0,0,0,6/9/19 12:00,6/10/19 13:00,1.04,,
383,U1540,C,55° 8.4474'S,114° 50.4994'W,3579.26,6.8,6.8,6.77,99.56,,0,1,1,0,0,0,0,6/10/19 13:00,6/10/19 14:30,0.06,,
383,U1540,D,55° 8.4766'S,114° 50.5196'W,3577.16,211,152.3,151.02,99.16,58.7,4,19,18,0,1,0,0,6/10/19 14:30,6/11/19 20:15,1.24,,
383,U1540,E,55° 8.4772'S,114° 50.5375'W,3577.16,213,76,78.87,103.78,137,2,8,8,0,0,0,0,6/11/19 20:15,6/12/19 22:00,1.07,,
383,U1541,A,54°12.7560'S,125°25.5480'W,3606.32,9.5,9.5,9.67,101.79,,0,1,1,0,0,0,0,6/17/19 11:15,6/18/19 3:00,0.66,,
383,U1541,B,54°12.7553'S,125°25.5431'W,3603.72,138.5,138.5,129.27,93.34,,0,16,15,0,1,0,0,6/18/19 3:00,6/19/19 4:00,1.04,,
383,U1541,C,54°12.7566'S,125°25.5288'W,3602.62,118.1,118.1,100.37,84.99,,0,13,13,0,0,0,0,6/19/19 4:00,6/20/19 5:00,1.04,,
383,U1542,A,52°42.2880'S,75°35.7922'W,1099.81,169.5,169.5,181.74,107.22,,0,20,19,1,0,0,0,7/3/19 23:30,7/5/19 3:00,1.15,,
383,U1542,B,52°42.2893'S,75°35.7551'W,1101.11,1.4,1.4,1.46,104.29,,0,1,1,0,0,0,0,7/5/19 18:45,7/5/19 21:00,0.09,,
383,U1542,C,52°42.2893'S,75°35.7551'W,1100.21,234,225,236.86,105.27,9,2,28,28,0,0,0,0,7/5/19 21:00,7/7/19 7:15,1.43,,
383,U1542,D,52°42.3001'S,75°35.7742'W,1100.71,213.7,202.7,205.04,101.15,11,3,24,24,0,0,0,0,7/7/19 7:15,7/8/19 9:00,1.07,,
383,U1543,A,54°35.0631'S,76°40.5900'W,3863.36,339.6,339.6,350.62,103.24,,0,36,36,0,0,0,0,7/8/19 20:15,7/11/19 21:30,3.05,,
383,U1543,B,54°35.0646'S,76°40.5697'W,3865.29,286.5,283.1,294.97,104.19,3.4,2,31,31,0,0,0,0,7/11/19 21:30,7/14/19 3:30,2.25,,
383,U1544,A,55°32.2192'S,71°35.6194'W,2089.86,106,103,91.34,88.68,3,1,19,12,6,1,0,0,7/14/19 20:45,7/16/19 13:00,1.68,,
384,U1554,A,60° 7.5038'N,26° 42.0955'W,1869.76,72.2,72.2,74.71,103.48,,0,8,8,0,0,0,0,7/27/20 5:30,7/28/20 5:30,1,,
384,U1554,B,60° 7.5058'N,26° 42.0748'W,1870.96,76,76,76.75,100.99,,0,8,8,0,0,0,0,7/28/20 5:30,7/28/20 14:00,0.35,,
384,U1554,C,60° 7.4950'N,26° 42.0747'W,1869.01,75,75,77.03,102.71,,0,8,8,0,0,0,0,7/28/20 14:00,7/28/20 22:45,0.36,,
384,U1554,D,60° 7.4941'N,26° 42.0968'W,1868.98,23.5,9.5,9.72,102.32,14,1,1,1,0,0,0,0,7/28/20 22:45,7/29/20 6:15,0.31,,
384,U1555,A,60° 13.6826'N,28° 29.9693'W,1516.61,282,,,0,282,1,0,0,0,0,0,0,7/29/20 14:45,8/1/20 1:45,2.46,,
384,U1555,B,60° 13.6829'N,28° 29.9443'W,1516.36,210.8,,,0,210.8,1,0,0,0,0,0,0,8/2/20 13:00,8/3/20 21:30,1.35,,
384,U1555,C,60° 13.6816'N,28° 29.9318'W,1516.35,225.8,,,0,225.8,1,0,0,0,0,0,0,8/3/20 21:30,8/5/20 16:45,1.8,,
384,U1555,D,60° 13.6795'N,28° 29.9018'W,1516.35,222.9,,,0,222.9,1,0,0,0,0,0,0,8/5/20 16:45,8/7/20 9:45,1.71,,
384,U1555,E,60° 13.6789'N,28° 29.8832'W,1516.36,290.6,,,0,290.6,1,0,0,0,0,0,0,8/7/20 9:45,8/9/20 9:15,1.98,,
384,U1555,F,60° 13.6861'N,28° 30.0207'W,1523.47,184.3,10.6,8.34,78.68,173.7,1,8,0,0,0,8,0,8/9/20 9:15,8/11/20 8:30,1.97,,
384,U1555,G,60° 13.6849'N,28° 29.9997'W,1523.47,309.5,140.9,60.3,42.8,168.6,1,26,0,0,0,26,0,8/11/20 8:30,8/16/20 22:00,5.56,,
385,U1545,A,27°38.2325'N,111°53.3406'W,1593.52,503.3,503.3,389,77.29,,0,74,17,31,26,0,0,9/26/19 20:45,10/1/19 9:25,4.53,,
385,U1545,B,27°38.2301'N,111°53.3295'W,1594.24,387.3,387.3,340.08,87.81,,0,67,17,40,10,0,0,10/1/19 9:25,10/4/19 16:45,3.31,,
385,U1545,C,27°38.2420'N,111°53.3290'W,1594.96,329,329,324.57,98.65,,0,63,16,42,5,0,0,10/30/19 7:30,11/1/19 3:25,1.83,,
385,U1546,A,27° 37.8851'N,111° 52.7939'W,1586.1,361.2,361.2,365.73,101.25,,0,64,21,25,18,0,0,10/4/19 17:45,10/7/19 6:20,2.52,,
385,U1546,B,27° 37.8840'N,111° 52.7809'W,1585.58,333.8,333.8,351.19,105.21,,0,59,22,21,16,0,0,10/7/19 6:20,10/9/19 13:15,2.29,,
385,U1546,C,27° 37.8724'N,111° 52.7568'W,1585.56,540.2,232,139.71,60.22,308.2,1,41,0,0,0,41,0,10/10/19 1:15,10/15/19 1:22,5,,
385,U1546,D,27° 37.8943'N,111° 52.7812'W,1585.92,300.1,300.1,314.71,104.87,,0,47,27,14,6,0,0,11/1/19 3:25,11/2/19 14:45,1.47,,
385,U1547,A,27° 30.4561'N,111° 40.6980'W,1733.72,141.3,141.3,145.33,102.85,,0,27,11,8,8,0,0,10/15/19 3:45,10/16/19 21:25,1.74,,
385,U1547,B,27° 30.4128'N,111° 40.7341'W,1732.22,209.8,209.8,161.33,76.9,,0,50,10,14,26,0,0,10/16/19 21:25,10/20/19 5:00,3.32,,
385,U1547,C,27°30.4455'N,111°40.7064'W,1732.22,159.2,77.9,8.96,11.5,81.3,1,8,0,0,0,8,0,10/22/19 3:00,10/23/19 2:30,0.98,,
385,U1547,D,27°30.3947'N,111°40.7483'W,1732.22,193,111.7,34.925,31.27,81.3,1,20,0,0,0,20,0,10/23/19 2:30,10/24/19 22:15,1.82,,
385,U1547,E,27°30.3598'N,111°40.7756'W,1732.09,191.2,129.4,44.86,34.67,61.8,1,23,0,0,0,23,0,11/4/19 8:30,11/6/19 6:45,1.93,,
385,U1548,A,27°30.2466'N,111°40.8665'W,1739.94,103.4,103.4,113.97,110.22,,0,20,14,0,6,0,0,10/20/19 7:00,10/21/19 4:40,0.9,,
385,U1548,B,27°30.2540'N,111°40.8601'W,1738.94,95.1,95.1,87.65,92.17,,0,12,9,0,3,0,0,10/21/19 4:40,10/22/19 3:00,0.93,,
385,U1548,C,27°30.2698'N,111°40.8476'W,1737.03,69.8,69.8,71,101.72,,0,10,7,0,3,0,0,11/6/19 22:45,11/8/19 0:10,1.06,,
385,U1548,D,27°30.5316'N,111°41.3855'W,1729.33,110,110,120.52,109.56,,0,13,12,1,0,0,0,11/8/19 0:10,11/8/19 12:50,0.53,,
385,U1548,E,27°30.4829'N,111°41.2922'W,1729.93,110,110,115.22,104.75,,0,12,12,0,0,0,0,11/8/19 12:50,11/9/19 1:15,0.52,,
385,U1549,A,27° 28.33167'N,111°28.7844'W,1840.07,168,168,166.89,99.34,,0,18,18,0,0,0,0,10/25/19 0:30,10/25/19 22:15,0.91,,
385,U1549,B,27° 28.3383'N,111° 28.7927'W,1841.17,166.9,166.9,164.43,98.52,,0,18,18,0,0,0,0,10/25/19 22:15,10/27/19 3:30,1.22,,
385,U1550,A,27° 15.1602'N,111° 30.4163'W,2000.81,207,207,190.94,92.24,,0,32,12,7,13,0,0,10/27/19 5:30,10/28/19 20:20,1.62,,
385,U1550,B,27° 15.1704'N,111° 30.4451'W,2001.21,174.2,174.2,160.8,92.31,,0,23,12,5,6,0,0,10/28/19 20:20,10/30/19 5:30,1.38,,
385,U1551,A,27°12.3887'N,111°13.1943'W,1844.11,120.3,120.3,122.13,101.52,,0,19,15,4,0,0,0,11/2/19 19:15,11/3/19 18:30,0.97,,
385,U1551,B,27°12.3832'N,111°13.1841'W,1843.9,48.5,48.5,49.98,103.05,,0,6,6,0,0,0,0,11/3/19 18:30,11/4/19 5:30,0.46,,
385,U1552,A,27°33.2906'N,111°32.9665'W,1841.59,107.5,107.5,73.89,68.73,,0,12,12,0,0,0,0,11/9/19 10:00,11/9/19 23:45,0.57,,
385,U1552,B,27°33.2885'N,111°32.9640'W,1841.09,55,55,39.95,72.64,,0,6,6,0,0,0,0,11/9/19 23:45,11/10/19 4:00,0.18,,
385,U1552,C,27°33.2181'N,111°32.8557'W,1844.29,99.3,99.3,78.26,78.81,,0,11,11,0,0,0,0,11/10/19 4:00,11/10/19 18:45,0.61,,
390,U1556,B,30° 56.5244'S,26° 41.9472'W,5001.97,633.2,342.2,191.87,56.07,291,1,58,0,0,0,58,0,4/21/22 21:35,5/7/22 2:05,15.19,,
390,U1556,C,30° 56.5406'S,26° 41.9472'W,5005.75,280.3,280.3,283.81,101.25,,0,32,16,0,16,0,0,5/7/22 2:05,5/10/22 17:20,3.64,,
390,U1556,D,30° 56.5514'S,26° 41.9472'W,5003.1,9.5,9.5,9.67,101.79,,0,1,1,0,0,0,0,5/10/22 17:20,5/10/22 19:20,0.08,,
390,U1556,E,30° 56.5622'S,26° 41.9472'W,5003.1,43.1,43.1,43.3,100.46,,0,5,5,0,0,0,0,5/10/22 19:20,5/11/22 13:30,0.76,,
390,U1557,D,30° 56.4651'S,26° 37.7892'W,5010.66,684.7,109.1,71.28,65.33,575.6,2,13,0,0,0,13,0,5/11/22 13:30,5/19/22 4:20,7.62,Legacy from Exp 390C,
