Site/Hole   ,Latitude   ,Longitude   ,Water Depth (mbsl),No. of Cores,Interval Cored (m),Core Recovered (m),% Recovered,Drilled (m),Penetration (m),Comment,"<a href=""mailto:database@iodp.tamu.edu"">Data Librarian</a>."
1014C       ,32&deg;50.046'N,119&deg;58.860'W,            1165.4,2.0,19.0,19.53,102.8,0.0,19.0,,
1014D       ,32&deg;50.046'N,119&deg;58.860'W,            1166.0,13.0,120.9,118.96,98.4,0.0,120.9,,
1015A       ,33&deg;42.924'N,118&deg;49.140'W,             900.8,16.0,149.5,139.12,93.1,0.0,149.5,,
1015B       ,33&deg;42.924'N,118&deg;49.080'W,             901.5,12.0,97.8,81.32,83.1,0.0,97.8,,
1016A       ,34&deg;32.418'N,122&deg;16.560'W,            3834.3,36.0,316.5,303.65,95.9,0.0,316.5,,
1016B       ,34&deg;32.316'N,122&deg;16.560'W,            3836.6,23.0,210.8,218.1,103.5,0.0,210.8,,
1016C       ,34&deg;32.292'N,122&deg;16.560'W,            3835.2,2.0,18.7,18.76,100.3,0.0,18.7,,
1016D       ,34&deg;32.304'N,122&deg;16.560'W,            3834.4,16.0,150.5,154.16,102.4,0.0,150.5,,
1017A       ,34&deg;32.088'N,121&deg; 6.420'W,             955.6,1.0,9.8,9.86,100.6,0.0,9.8,,
1017B       ,34&deg;32.094'N,121&deg; 6.360'W,             955.1,23.0,204.2,188.74,92.4,0.0,204.2,,
1017C       ,34&deg;32.094'N,121&deg; 6.420'W,             956.1,19.0,174.3,169.37,97.2,0.0,174.3,,
1017D       ,34&deg;32.088'N,121&deg; 6.420'W,             955.3,12.0,107.9,85.01,78.8,0.0,107.9,,
1017E       ,34&deg;32.100'N,121&deg; 6.420'W,             955.5,3.0,24.9,25.71,103.3,0.0,24.9,,
1018A       ,36&deg;59.298'N,123&deg;16.620'W,            2477.4,45.0,426.2,426.85,100.2,0.0,426.2,,
1018B       ,36&deg;59.382'N,123&deg;16.500'W,            2475.6,2.0,19.2,19.45,101.3,0.0,19.2,,
1018C       ,36&deg;59.388'N,123&deg;16.500'W,            2476.8,28.0,262.2,261.44,99.7,0.0,262.2,,
1018D       ,36&deg;59.394'N,123&deg;16.500'W,            2476.0,18.0,167.7,167.35,99.8,0.0,167.7,,
1019A       ,41&deg;40.968'N,124&deg;55.980'W,             980.1,1.0,10.1,10.11,100.1,0.0,10.1,,
1019B       ,41&deg;40.974'N,124&deg;55.980'W,             984.1,1.0,10.1,10.08,99.8,0.0,10.1,,
1019C       ,41&deg;40.974'N,124&deg;55.920'W,             976.9,26.0,247.8,213.97,86.3,0.0,247.8,,
1019D       ,41&deg;40.968'N,124&deg;55.980'W,             977.6,24.0,223.8,183.03,81.8,0.0,223.8,,
1019E       ,41&deg;40.962'N,124&deg;55.980'W,             978.2,12.0,109.5,112.17,102.4,0.0,109.5,,
1020A       ,41&deg; 0.540'N,126&deg;26.040'W,            3041.6,1.0,10.0,10.02,100.2,0.0,10.0,,
1020B       ,41&deg; 0.540'N,126&deg;26.040'W,            3038.8,30.0,278.8,265.0,95.1,0.0,278.8,,
1020C       ,41&deg; 0.480'N,126&deg;26.040'W,            3037.9,25.0,233.2,239.49,102.7,0.0,233.2,,
1020D       ,41&deg; 0.480'N,126&deg;26.040'W,            3037.8,17.0,156.2,163.74,104.8,0.0,156.2,,
1021A       ,39&deg; 5.250'N,127&deg;46.980'W,            4215.0,1.0,9.5,9.86,103.8,0.0,9.5,,
1021B       ,39&deg; 5.250'N,127&deg;46.980'W,            4211.5,33.0,310.2,311.62,100.5,0.0,310.2,,
1021C       ,39&deg; 5.244'N,127&deg;46.980'W,            4212.9,18.0,164.1,170.39,103.8,0.0,164.1,,
1021D       ,39&deg; 5.238'N,127&deg;46.980'W,            4212.4,15.0,138.5,143.84,103.9,0.0,138.5,,
1022A       ,40&deg; 4.848'N,125&deg;20.520'W,            1927.0,18.0,166.0,171.57,103.4,0.0,166.0,,
1022B       ,40&deg; 4.848'N,125&deg;20.520'W,            1926.0,11.0,101.2,105.69,104.4,0.0,101.2,,
1022C       ,40&deg; 4.842'N,125&deg;20.520'W,            1926.0,42.0,387.7,378.85,97.7,0.0,387.7,,
1023A       ,47&deg;55.038'N,128&deg;47.520'W,            2593.3,22.0,194.5,193.05,99.3,0.0,194.5,,
1024A       ,47&deg;54.522'N,128&deg;44.940'W,            2612.4,1.0,9.2,9.19,99.9,0.0,9.2,,
1024B       ,47&deg;54.276'N,128&deg;45.120'W,            2614.0,18.0,169.6,170.11,100.3,0.0,169.6,,
1024C       ,47&deg;54.534'N,128&deg;45.000'W,            2612.0,1.0,2.0,0.12,6.0,0.0,175.7,,
1025A       ,47&deg;53.250'N,128&deg;38.880'W,            2606.2,1.0,6.3,6.34,100.6,0.0,6.3,,
1025B       ,47&deg;52.998'N,128&deg;39.000'W,            2613.6,11.0,99.5,90.98,91.4,0.0,99.5,,
1025C       ,47&deg;53.250'N,128&deg;38.880'W,            2606.2,5.0,41.1,15.16,36.9,0.0,147.2,,
1026A       ,47&deg;45.756'N,127&deg;45.540'W,            2658.1,12.0,101.4,105.57,104.1,0.0,101.4,,
1026B       ,47&deg;45.762'N,127&deg;45.540'W,            2658.0,5.0,39.2,1.95,5.0,0.0,295.2,,
1026C       ,47&deg;46.260'N,127&deg;45.180'W,            2658.0,17.0,163.6,49.77,30.4,0.0,248.2,,
1027A       ,47&deg;45.414'N,127&deg;43.800'W,            2657.0,0.0,0.0,0.0,           ,0.0,9.5,,
1027B       ,47&deg;45.414'N,127&deg;43.800'W,            2657.0,62.0,577.9,414.91,       71.8,0.0,577.9,,
1027C       ,47&deg;45.390'N,127&deg;43.860'W,            2656.2,5.0,47.6,29.13,       61.2,0.0,632.4,,
1028A       ,47&deg;51.480'N,128&deg;30.240'W,            2659.0,15.0,131.5,124.91,95.0,0.0,131.5,,
1029A       ,47&deg;49.902'N,128&deg;22.560'W,            2653.0,25.0,223.0,202.97,91.0,0.0,223.0,,
1030A       ,47&deg;53.850'N,128&deg;33.660'W,            2574.0,0.0,0.0,0.0,           ,0.0,9.5,,
1030B       ,47&deg;53.850'N,128&deg;33.660'W,            2573.0,6.0,48.5,44.11,       90.9,0.0,48.5,,
1031A       ,47&deg;53.400'N,128&deg;33.960'W,            2588.0,6.0,42.8,42.56,99.4,0.0,42.8,,
1032A       ,47&deg;46.776'N,128&deg; 7.320'W,            2645.0,16.0,153.9,50.86,33.0,0.0,338.4,,
 856H       ,48&deg;26.020'N,128&deg;40.859'W,            2423.2,47.0,406.2,49.11,12.1,0.0,500.0,,
 857D       ,48&deg;26.517'N,128&deg;42.651'W,            2419.4,0.0,0.0,0.0,           ,929.0,929.0,,
 858G       ,48&deg;27.360'N,128&deg;42.531'W,            2414.9,0.0,0.0,0.0,           ,0.0,296.0,,
1035A       ,48&deg;26.020'N,128&deg;40.922'W,            2444.9,19.0,170.8,119.47,       69.9,0.0,170.8,,
1035B       ,48&deg;25.992'N,128&deg;40.862'W,            2447.5,1.0,0.0,0.01,           ,0.0,0.0,,
1035C       ,48&deg;25.992'N,128&deg;40.862'W,            2447.5,5.0,44.0,2.09,        4.7,0.0,44.0,,
1035D       ,48&deg;26.021'N,128&deg;40.799'W,            2448.3,24.0,176.9,51.37,       29.0,0.0,178.5,,
1035E       ,48&deg;25.966'N,128&deg;40.855'W,            2453.1,5.0,45.5,47.72,      104.9,0.0,45.5,,
1035F       ,48&deg;25.987'N,128&deg;40.861'W,            2447.4,23.0,224.8,22.55,       10.0,0.0,224.8,,
1035G       ,48&deg;26.024'N,128&deg;40.914'W,            2445.0,11.0,106.5,16.63,       15.6,0.0,208.5,,
1035H       ,48&deg;25.832'N,128&deg;40.911'W,            2443.3,27.0,247.9,33.25,       13.4,0.0,247.9,,
1036A       ,48&deg;27.370'N,128&deg;42.585'W,            2407.4,6.0,38.5,34.79,90.4,0.0,38.5,,
1036B       ,48&deg;27.384'N,128&deg;42.607'W,            2414.4,6.0,52.3,46.72,89.3,0.0,52.3,,
1036C       ,48&deg;27.398'N,128&deg;42.631'W,            2413.5,6.0,54.2,46.87,86.5,0.0,54.2,,
1037A       ,40&deg;57.297'N,127&deg;30.909'W,            3302.3,1.0,9.5,9.79,103.1,0.0,9.5,,
1037B       ,40&deg;57.299'N,127&deg;30.900'W,            3300.2,62.0,546.0,426.95,78.2,0.0,546.0,,
1038A       ,41&deg; 0.016'N,127&deg;29.658'W,            3221.8,12.0,114.5,2.65,2.3,0.0,114.5,,
1038B       ,41&deg; 0.025'N,127&deg;29.871'W,            3254.3,13.0,120.5,13.8,11.5,0.0,120.5,,
1038C       ,41&deg; 0.182'N,127&deg;29.604'W,            3227.2,4.0,41.8,3.16,7.6,0.0,41.8,,
1038D       ,41&deg; 0.144'N,127&deg;29.615'W,            3225.2,4.0,43.8,3.23,7.4,0.0,43.8,,
1038E       ,41&deg; 0.001'N,127&deg;29.646'W,            3209.2,4.0,40.6,2.41,5.9,0.0,40.6,,
1038F       ,40&deg;59.730'N,127&deg;29.288'W,            3240.2,4.0,38.4,6.62,17.2,0.0,38.4,,
1038G       ,40&deg;59.726'N,127&deg;29.286'W,            3239.2,16.0,147.0,44.88,30.5,0.0,147.0,,
1038H       ,41&deg; 0.005'N,127&deg;29.653'W,            3222.2,20.0,192.8,30.0,15.6,0.0,192.8,,
1038I       ,40&deg;59.883'N,127&deg;29.564'W,            3215.2,43.0,404.0,191.13,47.3,0.0,404.0,,
1039A       , 9&deg;38.394'N, 86&deg;12.006'W,            4351.7,3.0,28.0,28.91,      103.2,0.0,28.0,,
1039B       , 9&deg;38.400'N, 86&deg;12.000'W,            4353.5,42.0,384.3,382.46,       99.5,0.0,384.3,,
1039C       , 9&deg;38.382'N, 86&deg;12.000'W,            4351.4,11.0,85.6,37.65,       44.0,0.0,448.7,,
1039D       , 9&deg;38.370'N, 86&deg;12.000'W,            4351.3,0.0,0.0,0.0,           ,407.0,407.0,,
1040A       , 9&deg;39.702'N, 86&deg;10.746'W,            4177.0,1.0,9.5,9.58,      100.8,0.0,9.5, Mudline core 1H had incomplete stroke and 15K overpull.  Recovery was full due to partial flow-in resulting in questionable mudline depth.  Decision was made to re-spud hole. PDR significantly off.,
1040B       , 9&deg;39.702'N, 86&deg;10.746'W,            4178.0,22.0,190.2,127.92,       67.3,0.0,190.2,,
1040C       , 9&deg;39.696'N, 86&deg;10.734'W,            4177.9,53.0,505.7,377.28,       74.6,0.0,665.0,,
1040D       , 9&deg;39.714'N, 86&deg;10.758'W,            4177.9,0.0,0.0,0.0,           ,337.5,337.5,,
1040E       , 9&deg;39.726'N, 86&deg;10.752'W,            4177.9,0.0,0.0,0.0,           ,318.4,318.4,,
1041A       , 9&deg;44.022'N, 86&deg; 6.990'W,            3306.1,18.0,155.1,114.32,73.7,0.0,155.1,,
1041B       , 9&deg;44.022'N, 86&deg; 6.978'W,            3305.9,25.0,240.6,132.97,55.3,0.0,395.6,,
1041C       , 9&deg;43.986'N, 86&deg; 6.942'W,            3305.9,3.0,28.8,6.85,23.8,0.0,423.8,,
1042A       , 9&deg;39.348'N, 86&deg; 6.756'W,            3593.8,7.0,66.7,12.85,       19.3,0.0,240.1,,
1042B       , 9&deg;39.330'N, 86&deg; 6.738'W,            3581.2,8.0,74.8,8.89,       11.9,0.0,390.8,,
1042C       , 9&deg;39.312'N, 86&deg; 6.720'W,            3573.6,0.0,0.0,0.0,           ,297.6,297.6,,
1043A       , 9&deg;39.270'N, 86&deg;11.160'W,            4312.7,30.0,282.3,224.07,       79.4,0.0,282.3,,
1043B       , 9&deg;39.258'N, 86&deg;11.142'W,            4309.6,0.0,0.0,0.0,           ,482.3,482.3,,
1054A       ,33&deg; 0.000'N, 76&deg;17.000'W,            1291.3,22.0,200.0,182.55,91.3,0.0,200.0,,
1054B       ,32&deg;59.985'N, 76&deg;17.000'W,            1293.6,12.0,103.2,106.29,103.0,0.0,103.2,,
1054C       ,32&deg;59.968'N, 76&deg;17.000'W,            1294.7,13.0,101.9,104.55,102.6,0.0,101.9,,
1055A       ,32&deg;47.042'N, 76&deg;17.170'W,            1798.7,1.0,9.5,9.82,103.4,0.0,9.5,,
1055B       ,32&deg;47.041'N, 76&deg;17.179'W,            1797.7,14.0,128.0,137.99,107.8,0.0,128.0,,
1055C       ,32&deg;47.056'N, 76&deg;17.180'W,            1797.7,14.0,120.8,126.1,104.4,0.0,120.8,,
1055D       ,32&deg;47.071'N, 76&deg;17.179'W,            1798.6,14.0,129.1,136.99,106.1,0.0,129.1,,
1055E       ,32&deg;47.093'N, 76&deg;17.180'W,            1797.7,2.0,18.0,18.48,102.7,0.0,18.0,,
1056A       ,32&deg;29.100'N, 76&deg;19.803'W,            2166.7,1.0,9.5,9.98,105.1,0.0,9.5,,
1056B       ,32&deg;29.102'N, 76&deg;19.799'W,            2166.6,17.0,155.6,171.81,110.4,0.0,155.6,,
1056C       ,32&deg;29.111'N, 76&deg;19.811'W,            2166.9,17.0,154.8,166.25,107.4,0.0,154.8,,
1056D       ,32&deg;29.122'N, 76&deg;19.825'W,            2166.4,13.0,121.8,132.46,108.8,0.0,121.8,,
1057A       ,32&deg; 1.751'N, 76&deg; 4.753'W,            2583.7,14.0,131.0,141.67,108.1,0.0,131.0,,
1057B       ,32&deg; 1.732'N, 76&deg; 4.754'W,            2584.5,15.0,136.7,145.08,106.1,0.0,136.7,,
1057C       ,32&deg; 1.714'N, 76&deg; 4.755'W,            2583.2,8.0,73.5,77.46,105.4,0.0,73.5,,
1058A       ,31&deg;41.415'N, 75&deg;25.805'W,            2984.5,16.0,152.0,164.56,108.3,0.0,152.0,,
1058B       ,31&deg;41.402'N, 75&deg;25.804'W,            2984.0,17.0,158.0,166.0,105.1,0.0,158.0,,
1058C       ,31&deg;41.386'N, 75&deg;25.801'W,            2984.0,18.0,164.0,173.81,106.0,0.0,164.0,,
1059A       ,31&deg;40.461'N, 75&deg;25.127'W,            2985.4,11.0,98.8,105.49,106.8,0.0,98.8,,
1059B       ,31&deg;40.453'N, 75&deg;25.112'W,            2985.2,10.0,92.2,95.91,104.0,0.0,92.2,,
1059C       ,31&deg;40.442'N, 75&deg;25.098'W,            2984.7,10.0,95.0,100.54,105.8,0.0,95.0,,
1060A       ,30&deg;45.597'N, 74&deg;27.990'W,            3481.2,18.0,170.1,177.74,104.5,0.0,170.1,,
1060B       ,30&deg;45.585'N, 74&deg;27.989'W,            3480.8,14.0,129.9,134.23,103.3,0.0,129.9,,
1060C       ,30&deg;45.568'N, 74&deg;27.990'W,            3481.2,14.0,126.5,130.78,103.4,0.0,126.5,,
1061A       ,29&deg;58.498'N, 73&deg;35.993'W,            4046.6,37.0,350.3,298.2,85.1,0.0,350.3,,
1061B       ,29&deg;58.517'N, 73&deg;35.991'W,            4043.6,1.0,9.5,9.82,103.4,0.0,9.5,,
1061C       ,29&deg;58.515'N, 73&deg;35.992'W,            4036.8,18.0,166.8,174.61,104.7,0.0,166.8,,
1061D       ,29&deg;58.533'N, 73&deg;35.990'W,            4038.4,22.0,180.0,194.95,108.3,0.0,180.0,,
1061E       ,29&deg;58.556'N, 73&deg;35.993'W,            4035.7,2.0,18.9,19.53,103.3,0.0,18.9,,
1062A       ,28&deg;14.782'N, 74&deg;24.419'W,            4763.3,20.0,180.7,181.24,100.3,0.0,180.7,,
1062B       ,28&deg;14.789'N, 74&deg;24.420'W,            4763.0,26.0,239.0,239.08,100.0,9.6,248.6,,
1062C       ,28&deg;14.795'N, 74&deg;24.416'W,            4760.6,14.0,132.9,134.56,101.2,0.0,132.9,,
1062D       ,28&deg;14.780'N, 74&deg;24.416'W,            4760.2,9.0,81.8,82.66,101.1,0.0,81.8,,
1062E       ,28&deg;14.765'N, 74&deg;25.055'W,            4774.0,23.0,208.8,203.72,97.6,0.0,208.8,,
1062F       ,28&deg;14.771'N, 74&deg;25.065'W,            4773.7,9.0,83.1,83.77,100.8,0.0,83.1,,
1062G       ,28&deg;14.755'N, 74&deg;24.622'W,            4747.5,1.0,9.3,9.27,99.7,0.0,9.3,,
1062H       ,28&deg;14.754'N, 74&deg;24.620'W,            4745.3,7.0,63.5,65.29,102.8,0.0,63.5,,
1063A       ,33&deg;41.204'N, 57&deg;36.898'W,            4583.5,45.0,418.4,400.4,95.7,0.0,418.4,,
1063B       ,33&deg;41.189'N, 57&deg;36.898'W,            4583.0,38.0,351.6,341.95,97.3,0.0,351.6,,
1063C       ,33&deg;41.181'N, 57&deg;36.903'W,            4584.1,24.0,212.7,204.39,96.1,0.0,212.7,,
1063D       ,33&deg;41.172'N, 57&deg;36.907'W,            4584.3,19.0,173.1,176.54,102.0,0.0,173.1,,
1064A       ,32&deg;32.720'N, 57&deg; 4.588'W,            5568.3,3.0,28.5,28.83,101.2,0.0,28.5,,
1065A       ,40&deg;43.447'N, 11&deg;17.724'W,            4770.1,35.0,375.8,46.56,12.4,255.6,631.4,,
1066A       ,40&deg;40.950'N, 11&deg;35.226'W,            5021.1,0.0,0.0,0.0,           ,61.0,61.0,,
1067A       ,40&deg;40.950'N, 11&deg;35.750'W,            5020.9,23.0,207.6,77.67,37.4,648.0,855.6,,
1068A       ,40&deg;40.955'N, 11&deg;36.720'W,            5043.9,29.0,244.5,180.59,73.9,711.3,955.8,,
1069A       ,40&deg;43.612'N, 11&deg;46.632'W,            5074.8,25.0,240.5,95.89,39.9,718.8,959.3,,
1070A       ,40&deg;47.778'N, 12&deg;43.430'W,            5321.8,14.0,119.8,51.77,43.2,599.0,718.8,,
1075A       , 4&deg;47.120'S, 10&deg; 4.499'E,            2995.7,22.0,201.0,213.75,106.3,0.0,201.0,,
1075B       , 4&deg;47.120'S, 10&deg; 4.502'E,            2995.2,22.0,204.5,215.03,105.1,0.0,204.5,,
1075C       , 4&deg;47.120'S, 10&deg; 4.510'E,            2995.5,22.0,207.2,213.47,103.0,0.0,207.2,,
1076A       , 5&deg; 4.132'S, 11&deg; 6.092'E,            1404.2,22.0,204.3,217.47,106.4,0.0,204.3,,
1076B       , 5&deg; 4.135'S, 11&deg; 6.092'E,            1402.1,7.0,60.9,25.87,42.5,0.0,60.9,,
1076C       , 5&deg; 4.131'S, 11&deg; 6.105'E,            1402.4,22.0,203.1,216.8,106.7,0.0,203.1,,
1076D       , 5&deg; 4.131'S, 11&deg; 6.115'E,            1401.0,12.0,113.5,118.41,104.3,0.0,113.5,,
1077A       , 5&deg;10.797'S, 10&deg;26.196'E,            2380.0,22.0,204.5,209.19,102.3,0.0,204.5,,
1077B       , 5&deg;10.798'S, 10&deg;26.183'E,            2381.4,22.0,205.1,211.45,103.1,0.0,205.1,,
1077C       , 5&deg;10.799'S, 10&deg;26.169'E,            2385.2,3.0,22.8,16.46,72.2,0.0,22.8,,
1078A       ,11&deg;55.214'S, 13&deg;24.013'E,             427.2,9.0,77.1,70.28,91.2,0.0,77.1,,
1078B       ,11&deg;55.232'S, 13&deg;24.017'E,             426.1,14.0,130.1,125.8,96.7,0.0,130.1,,
1078C       ,11&deg;55.247'S, 13&deg;24.016'E,             426.0,18.0,165.2,149.58,90.5,0.0,165.2,,
1078D       ,11&deg;55.266'S, 13&deg;24.017'E,             427.4,14.0,126.8,116.71,92.0,0.0,126.8,,
1079A       ,11&deg;55.778'S, 13&deg;18.544'E,             737.9,14.0,121.0,124.61,103.0,0.0,121.0,,
1079B       ,11&deg;55.768'S, 13&deg;18.539'E,             738.2,14.0,128.3,129.9,101.2,0.0,128.3,,
1079C       ,11&deg;55.797'S, 13&deg;18.561'E,             737.9,14.0,126.8,129.9,102.4,0.0,126.8,,
1080A       ,16&deg;33.580'S, 10&deg;49.203'E,            2765.8,7.0,52.1,55.57,106.7,0.0,52.1,,
1080B       ,16&deg;33.596'S, 10&deg;49.204'E,            2767.9,5.0,38.2,39.86,104.3,0.0,38.2,,
1081A       ,19&deg;37.182'S, 11&deg;19.160'E,             794.1,49.0,452.7,393.48,86.9,0.0,452.7,,
1081B       ,19&deg;37.198'S, 11&deg;19.159'E,             793.1,21.0,187.6,195.87,104.4,0.0,187.6,,
1081C       ,19&deg;37.213'S, 11&deg;19.162'E,             793.8,17.0,155.2,160.94,103.7,0.0,155.2,,
1082A       ,21&deg; 5.638'S, 11&deg;49.236'E,            1279.3,64.0,600.6,502.01,83.6,0.0,600.6,,
1082B       ,21&deg; 5.652'S, 11&deg;49.232'E,            1280.4,14.0,127.0,133.17,104.9,0.0,127.0,,
1082C       ,21&deg; 5.669'S, 11&deg;49.234'E,            1282.1,24.0,202.0,217.83,107.8,0.0,202.0,,
1083A       ,20&deg;53.684'S, 11&deg;13.072'E,            2178.1,22.0,201.3,185.32,92.1,0.0,201.3,,
1083B       ,20&deg;53.701'S, 11&deg;13.074'E,            2183.1,22.0,202.3,206.41,102.0,0.0,202.3,,
1083C       ,20&deg;53.714'S, 11&deg;13.073'E,            2178.9,1.0,9.5,9.78,102.9,0.0,9.5,,
1083D       ,20&deg;53.714'S, 11&deg;13.073'E,            2178.3,21.0,196.1,201.94,103.0,0.0,196.1,,
1084A       ,25&deg;30.835'S, 13&deg; 1.667'E,            1991.9,65.0,605.0,511.56,84.6,0.0,605.0,,
1084B       ,25&deg;30.821'S, 13&deg; 1.667'E,            1992.8,20.0,182.8,186.6,102.1,0.0,182.8,,
1084C       ,25&deg;30.804'S, 13&deg; 1.667'E,            1991.8,22.0,207.6,217.82,104.9,0.0,207.6,,
1085A       ,29&deg;22.466'S, 13&deg;59.407'E,            1713.2,64.0,604.0,594.39,98.4,0.0,604.0,,
1085B       ,29&deg;22.466'S, 13&deg;59.390'E,            1713.0,35.0,321.2,326.61,101.7,0.0,321.2,,
1086A       ,31&deg;33.161'S, 15&deg;39.623'E,             781.1,22.0,206.2,211.09,102.4,0.0,206.2,,
1086B       ,31&deg;33.159'S, 15&deg;39.605'E,             784.5,23.0,208.5,212.09,101.7,0.0,208.5,,
1087A       ,31&deg;27.881'S, 15&deg;18.654'E,            1371.6,27.0,255.2,252.38,98.9,0.0,255.2,,
1087B       ,31&deg;27.898'S, 15&deg;18.654'E,            1371.6,8.0,72.5,74.83,103.2,0.0,72.5,,
1087C       ,31&deg;27.914'S, 15&deg;18.654'E,            1371.6,53.0,491.9,478.3,97.2,0.0,491.9,,
1087D       ,31&deg;27.930'S, 15&deg;18.654'E,            1371.8,14.0,128.8,130.92,101.6,72.5,201.3,,
 735B       ,32&deg;43.393'S, 57&deg;15.961'E,             720.6,122.0,1003.2,865.99,86.3,504.8,1508.0,,
1088A       ,41&deg; 8.166'S, 13&deg;33.768'E,            2082.2,1.0,9.5,9.94,104.6,0.0,9.5,,
1088B       ,41&deg; 8.164'S, 13&deg;33.770'E,            2081.2,14.0,129.0,125.55,97.3,0.0,129.0,,
1088C       ,41&deg; 8.166'S, 13&deg;33.774'E,            2082.9,13.0,114.9,93.86,81.7,118.5,233.4,,
1089A       ,40&deg;56.184'S,  9&deg;53.646'E,            4619.3,23.0,216.3,149.64,69.2,0.0,216.3,,
1089B       ,40&deg;56.184'S,  9&deg;53.646'E,            4623.8,29.0,264.9,246.62,93.1,0.0,264.9,,
1089C       ,40&deg;56.166'S,  9&deg;53.640'E,            4621.2,21.0,192.4,160.29,83.3,2.0,194.4,,
1089D       ,40&deg;56.184'S,  9&deg;53.622'E,            4617.5,13.0,118.0,119.36,101.2,0.0,118.0,,
1090A       ,42&deg;54.822'S,  8&deg;53.982'E,            3698.6,1.0,7.0,7.02,100.3,0.0,7.0,,
1090B       ,42&deg;54.822'S,  8&deg;53.982'E,            3699.4,43.0,397.5,373.23,93.9,0.0,397.5,,
1090C       ,42&deg;54.810'S,  8&deg;53.988'E,            3703.7,8.0,69.3,63.78,92.0,0.0,69.3,,
1090D       ,42&deg;54.816'S,  8&deg;54.000'E,            3702.1,24.0,225.9,213.64,94.6,0.0,225.9,,
1090E       ,42&deg;54.816'S,  8&deg;53.994'E,            3704.2,25.0,236.7,217.26,91.8,0.0,236.7,,
1091A       ,47&deg; 5.682'S,  5&deg;55.122'E,            4360.5,33.0,310.9,279.77,90.0,0.0,310.9,,
1091B       ,47&deg; 5.682'S,  5&deg;55.122'E,            4356.6,29.0,273.8,203.52,74.3,0.0,273.8,,
1091C       ,47&deg; 5.688'S,  5&deg;55.164'E,            4366.4,1.0,4.0,3.95,98.8,0.0,4.0,,
1091D       ,47&deg; 5.688'S,  5&deg;55.164'E,            4366.8,22.0,203.1,165.18,81.3,0.0,203.1,,
1091E       ,47&deg; 5.694'S,  5&deg;55.152'E,            4366.2,6.0,51.7,31.49,60.9,0.0,51.7,,
1092A       ,46&deg;24.708'S,  7&deg; 4.794'E,            1976.3,20.0,188.5,181.94,96.5,0.0,188.5,,
1092B       ,46&deg;24.708'S,  7&deg; 4.794'E,            1972.9,18.0,168.9,144.54,85.6,0.0,168.9,,
1092C       ,46&deg;24.696'S,  7&deg; 4.794'E,            1973.3,18.0,165.5,150.79,91.1,0.0,165.5,,
1092D       ,46&deg;24.702'S,  7&deg; 4.788'E,            1972.9,3.0,28.5,28.28,99.2,36.4,64.9,,
1093A       ,49&deg;58.596'S,  5&deg;51.924'E,            3623.9,34.0,309.4,263.69,85.2,0.0,309.4,,
1093B       ,49&deg;58.590'S,  5&deg;51.930'E,            3630.6,24.0,221.8,208.98,94.2,0.0,221.8,,
1093C       ,49&deg;58.596'S,  5&deg;51.948'E,            3631.7,18.0,169.5,119.46,70.5,0.0,169.5,,
1093D       ,49&deg;58.590'S,  5&deg;51.936'E,            3623.7,50.0,461.7,160.43,34.7,136.0,597.7,,
1093E       ,49&deg;58.578'S,  5&deg;51.936'E,            3623.7,2.0,19.0,11.54,60.7,23.5,42.5,,
1093F       ,49&deg;58.578'S,  5&deg;51.936'E,            3623.7,1.0,9.5,6.24,65.7,34.0,43.5,,
1094A       ,53&deg;10.812'S,  5&deg; 7.824'E,            2807.6,18.0,158.6,135.08,85.2,1.0,159.6,,
1094B       ,53&deg;10.824'S,  5&deg; 7.830'E,            2806.7,4.0,38.0,23.58,62.1,0.0,38.0,,
1094C       ,53&deg;10.830'S,  5&deg; 7.806'E,            2807.3,8.0,73.1,46.64,63.8,0.0,73.1,,
1094D       ,53&deg;10.818'S,  5&deg; 7.818'E,            2807.7,16.0,152.0,100.76,66.3,19.1,171.1,,
1095A       ,66&deg;59.127'S, 78&deg;29.239'W,            3841.6,10.0,87.3,86.48,99.1,0.0,87.3,,
1095B       ,66&deg;59.127'S, 78&deg;29.270'W,            3841.6,52.0,487.2,385.75,79.2,83.0,570.2,,
1095C       ,66&deg;59.122'S, 78&deg;29.295'W,            3841.6,1.0,2.9,2.87,99.0,0.0,2.9,,
1095D       ,66&deg;59.121'S, 78&deg;29.285'W,            3840.9,9.0,84.6,78.96,93.3,0.0,84.6,,
1096A       ,67&deg;34.009'S, 76&deg;57.794'W,            3152.0,15.0,140.7,118.52,84.2,0.0,140.7,,
1096B       ,67&deg;34.009'S, 76&deg;57.812'W,            3152.5,32.0,260.6,209.77,80.5,0.0,260.6,,
1096C       ,67&deg;34.009'S, 76&deg;57.826'W,            3152.5,43.0,409.9,344.98,84.2,197.8,607.7,,
1097A       ,66&deg;23.568'S, 70&deg;45.384'W,             551.7,51.0,436.6,59.3,13.6,0.0,436.6,,
1098A       ,64&deg;51.724'S, 64&deg;12.471'W,            1012.0,7.0,45.9,45.78,99.7,0.0,45.9,,
1098B       ,64&deg;51.716'S, 64&deg;12.480'W,            1010.6,5.0,43.0,44.66,103.9,0.0,43.0,,
1098C       ,64&deg;51.710'S, 64&deg;12.469'W,            1010.4,5.0,46.7,46.3,99.1,0.0,46.7, The bit and seal bore drill collar remained in the slips as the vessel moved 6 nmi to the next location.  The bit did not reach the rotary.,
