Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
108,664.0,D,Post Moratorium          ,73.55,1.89,LO Discoaster brouweri
108,664.0,D,Post Moratorium          ,83.05,1.875,FO Globorotalia truncatulinoides
108,664.0,D,Post Moratorium          ,91.1,2.07,FO acme Discoaster triradiatus
108,664.0,D,Post Moratorium          ,92.55,2.08,LO Globorotalia exilis
108,664.0,D,Post Moratorium          ,100.9,2.35,LO Discoaster pentaradiatus
108,664.0,D,Post Moratorium          ,102.05,2.45,LO Discoaster surculus
108,664.0,D,Post Moratorium          ,116.3,2.6,LO Globorotalia puncticulata
108,664.0,D,Post Moratorium          ,121.05,2.65,LO Discoaster tamalis
108,664.0,D,Post Moratorium          ,130.55,2.9,LO Dentogloboquadrina altispira
108,664.0,D,Post Moratorium          ,158.5,3.45,LO Sphenolithus spp.
108,664.0,D,Post Moratorium          ,163.4,3.56,LO Reticulofenestra pseudoumbilica
108,664.0,D,Post Moratorium          ,178.05,3.88,LO Globorotalia margaritae
108,664.0,D,Post Moratorium          ,205.65,4.6,FO Ceratolithus rugosus
108,664.0,D,Post Moratorium          ,216.05,4.7,FO Globorotalia miocenica
108,664.0,D,Post Moratorium          ,224.85,5.0,FO Ceratolithus acutus
108,664.0,D,Post Moratorium          ,229.5,5.6,LO Discoaster quinqueramus
108,664.0,D,Post Moratorium          ,234.05,5.65,LO Amaurolithus amplificus
108,664.0,D,Post Moratorium          ,253.25,5.9,FO Amaurolithus amplificus
108,664.0,D,Post Moratorium          ,261.9,6.5,FO Amaurolithus primus
108,664.0,D,Post Moratorium          ,284.0,8.2,FO Discoaster quinqueramus
108,664.0,D,Post Moratorium          ,295.15,8.9,LO Discoaster hamatus
108,664.0,D,Post Moratorium          ,295.2,10.0,FO Discoaster hamatus
108,665.0,A,Initial Reports          ,9.2,0.47,LO Pseudoemiliania lacunosa
108,665.0,A,Initial Reports          ,14.8,0.73,Brunhes /Matuyama
108,665.0,A,Initial Reports          ,19.3,0.91,Top Jaramillo
108,665.0,A,Initial Reports          ,21.0,0.99,Base Jaramillo
108,665.0,A,Initial Reports          ,30.3,1.45,LO Calcidiscus macintyrei
108,665.0,A,Initial Reports          ,33.2,1.66,Top Olduvai
108,665.0,A,Initial Reports          ,36.4,1.88,Base Olduvai
108,665.0,A,Initial Reports          ,36.5,1.89,LO Discoaster brouweri
108,665.0,A,Initial Reports          ,39.4,2.03,Top Reunion
108,665.0,A,Initial Reports          ,39.7,2.07,FO Discoaster triradiatus acme
108,665.0,A,Initial Reports          ,39.8,2.13,Base Reunion
108,665.0,A,Initial Reports          ,43.5,2.2,LO Globorotalia miocentica
108,665.0,A,Initial Reports          ,46.25,2.35,LO Discoaster pentaradiatus
108,665.0,A,Initial Reports          ,47.75,2.45,LO Discoaster surculus
108,665.0,A,Initial Reports          ,49.1,2.47,Matuyama /Gauss
108,665.0,A,Initial Reports          ,50.95,2.65,LO Discoaster tamalis
108,665.0,A,Initial Reports          ,54.15,2.9,LO Dentogloboquadrina altispira
108,665.0,A,Initial Reports          ,57.3,3.0,LO Sphaeroidinellopsis seminulina
108,665.0,A,Initial Reports          ,64.1,3.45,LO Sphenolithus abies
108,665.0,A,Initial Reports          ,65.2,3.56,LO Reticulofenestra pseudoumbilica
108,665.0,A,Initial Reports          ,73.25,4.6,FO/LO Ceratolithus rugosus/C.acutus
108,665.0,A,Post Moratorium          ,9.2,0.46,LO Pseudoemiliania lacunosa
108,665.0,A,Post Moratorium          ,26.65,1.28,FO Globorotalia truncatulinoides
108,665.0,A,Post Moratorium          ,30.3,1.45,LO Calcidiscus macintyrei
108,665.0,A,Post Moratorium          ,36.2,1.89,LO Discoaster brouweri
108,665.0,A,Post Moratorium          ,39.7,2.07,FO acme Discoaster triradiatus
108,665.0,A,Post Moratorium          ,43.5,2.19,FO Globorotalia inflata
108,665.0,A,Post Moratorium          ,46.25,2.35,LO Discoaster pentaradiatus
108,665.0,A,Post Moratorium          ,47.75,2.45,LO Discoaster surculus
108,665.0,A,Post Moratorium          ,50.95,2.65,LO Discoaster tamalis
108,665.0,A,Post Moratorium          ,54.15,2.8,LO Dentogloboquadrina altispira
108,665.0,A,Post Moratorium          ,57.3,3.03,LO Sphaeroidinellopsis seminulina
108,665.0,A,Post Moratorium          ,64.1,3.45,LO Sphenolithus spp.
108,665.0,A,Post Moratorium          ,65.2,3.56,LO Reticulofenestra pseudoumbilica
108,665.0,A,Post Moratorium          ,68.5,3.7,LO Amaurolithus spp.
108,665.0,A,Post Moratorium          ,69.65,3.84,LO Pulleniatina spp.
108,665.0,A,Post Moratorium          ,73.25,4.6,FO Ceratolithus rugosus
108,666.0,A,Initial Reports          ,8.65,0.47,LO Pseudoemiliania lacunosa
108,666.0,A,Initial Reports          ,14.25,0.73,Brunhes /Matuyama
108,666.0,A,Initial Reports          ,27.0,1.45,LO Calcidiscus macintyrei
108,666.0,A,Initial Reports          ,28.85,1.66,Top Olduvai
108,666.0,A,Initial Reports          ,32.75,1.88,Base Olduvai
108,666.0,A,Initial Reports          ,35.0,1.89,LO Discoaster brouweri
108,666.0,A,Initial Reports          ,39.0,2.07,FO Discoaster triradiatus acme
108,666.0,A,Initial Reports          ,41.45,2.35,LO Discoaster pentaradiatus
108,666.0,A,Initial Reports          ,45.85,2.45,LO Discoaster surculus
108,666.0,A,Initial Reports          ,50.2,2.47,Matuyama/Gauss
108,666.0,A,Initial Reports          ,51.2,2.65,LO Discoaster tamalis
108,666.0,A,Initial Reports          ,59.9,3.0,LO Sphaeroidinellopsis seminulina
108,666.0,A,Initial Reports          ,66.3,3.3,LO Pulleniatina
108,666.0,A,Initial Reports          ,66.85,3.4,Gauss /Gilbert
108,666.0,A,Initial Reports          ,68.35,3.56,LO Reticulofenestra pseudoumbilica
108,666.0,A,Initial Reports          ,76.75,3.9,LO Globigerina nepenthes
108,666.0,A,Initial Reports          ,76.85,4.6,FO/LO Ceratolithus rugosus/C.acutus
108,666.0,A,Post Moratorium          ,9.85,0.46,LO Pseudoemiliania lacunosa
108,666.0,A,Post Moratorium          ,33.1,1.45,LO Calcidiscus macintyrei
108,666.0,A,Post Moratorium          ,47.3,1.89,LO Discoaster brouweri
108,666.0,A,Post Moratorium          ,53.05,2.07,FO acme Discoaster triradiatus
108,666.0,A,Post Moratorium          ,67.65,2.35,LO Discoaster pentaradiatus
108,666.0,A,Post Moratorium          ,72.85,2.45,LO Discoaster surculus
108,666.0,A,Post Moratorium          ,81.3,2.65,LO Discoaster tamalis
108,666.0,A,Post Moratorium          ,124.7,3.45,LO Sphenolithus spp.
108,666.0,A,Post Moratorium          ,124.8,3.56,LO Reticulofenestra pseudoumbilica
108,666.0,A,Post Moratorium          ,128.9,3.7,LO Amaurolithus spp.
108,666.0,A,Post Moratorium          ,147.7,4.6,FO Ceratolithus rugosus
108,667.0,A,Initial Reports          ,6.75,0.47,LO Pseudoemiliania lacunosa
108,667.0,A,Initial Reports          ,11.0,0.73,Brunhes /Matuyama
108,667.0,A,Initial Reports          ,12.15,0.91,Top Jaramillo
108,667.0,A,Initial Reports          ,15.15,0.98,Base Jaramillo
108,667.0,A,Initial Reports          ,16.5,1.8,LO Globigerinoides obliquus
108,667.0,A,Initial Reports          ,28.55,2.2,LO Globigerina miocenica
108,667.0,A,Initial Reports          ,33.0,2.35,LO Discoaster pentaradiatus
108,667.0,A,Initial Reports          ,36.05,2.45,LO Discoaster surculus
108,667.0,A,Initial Reports          ,41.1,2.65,LO Discoaster tamalis
108,667.0,A,Initial Reports          ,42.1,3.0,LO Sphaeroidinellopsis seminulina
108,667.0,A,Initial Reports          ,54.4,3.4,LO Globorotalia margaritae
108,667.0,A,Initial Reports          ,63.9,3.9,LO Globigerina nepenthes
108,667.0,A,Initial Reports          ,77.05,4.6,FO Ceratolithus rugosus
108,667.0,A,Initial Reports          ,82.05,5.3,LO Globoquadrina dehiscens
108,667.0,A,Initial Reports          ,84.65,5.6,LO Discoaster quinqueramus
108,667.0,A,Initial Reports          ,107.55,6.5,FO Amaurolithus spp.
108,667.0,A,Initial Reports          ,119.15,8.2,FO D. quinqueramus
108,667.0,A,Initial Reports          ,160.1,14.4,LO Sphenolithus heteromorphus
108,667.0,A,Initial Reports          ,196.05,16.0,LO Helicosphaera ampliaperta
108,667.0,A,Initial Reports          ,205.55,17.1,FO S. heteromorphus
108,667.0,A,Initial Reports          ,215.05,17.4,LO Sphenolithus belemnos
108,667.0,A,Initial Reports          ,234.05,21.5,FO S. belemnos
108,667.0,A,Initial Reports          ,262.55,21.799999,LO Globorotalia kugleri
108,667.0,A,Initial Reports          ,271.5,23.6,FO G. kugleri
108,667.0,A,Initial Reports          ,319.55,25.200001,LO Sphenolithus ciperoensis
108,667.0,A,Initial Reports          ,340.2,28.200001,LO Globorotalia opima
108,667.0,A,Initial Reports          ,370.4,30.200001,FO S. ciperoensis
108,667.0,A,Post Moratorium          ,6.75,0.46,LO Pseudoemiliania lacunosa
108,667.0,A,Post Moratorium          ,12.85,0.91,FO Globorotalia inflata
108,667.0,A,Post Moratorium          ,23.15,1.45,LO Calcidiscus macintyrei
108,667.0,A,Post Moratorium          ,23.16,1.89,LO Discoaster brouweri
108,667.0,A,Post Moratorium          ,23.2,2.07,FO acme Discoaster triradiatus
108,667.0,A,Post Moratorium          ,28.6,2.09,LO Globorotalia exilis
108,667.0,A,Post Moratorium          ,33.0,2.35,LO Discoaster pentaradiatus
108,667.0,A,Post Moratorium          ,36.05,2.45,LO Discoaster surculus
108,667.0,A,Post Moratorium          ,41.1,2.65,LO Discoaster tamalis
108,667.0,A,Post Moratorium          ,42.1,2.785,LO Dentogloboquadrina altispira
108,667.0,A,Post Moratorium          ,49.2,3.45,LO Sphenolithus spp.
108,667.0,A,Post Moratorium          ,51.9,3.56,LO Reticulofenestra pseudoumbilica
108,667.0,A,Post Moratorium          ,63.05,3.7,LO Amaurolithus spp.
108,667.0,A,Post Moratorium          ,77.05,4.6,FO Ceratolithus rugosus
108,667.0,A,Post Moratorium          ,82.4,5.0,FO Ceratolithus acutus
108,667.0,A,Post Moratorium          ,84.65,5.6,LO Discoaster quinqueramus
108,667.0,A,Post Moratorium          ,101.05,5.92,FO Globorotalia margaritae
108,667.0,A,Post Moratorium          ,107.55,6.5,FO Amaurolithus primus
108,667.0,A,Post Moratorium          ,110.55,7.07,LO Neogloboquadrina humerosa
108,667.0,A,Post Moratorium          ,119.15,8.2,FO Discoaster quinqueramus
108,667.0,A,Post Moratorium          ,129.55,9.45,LO Neogloboquadrina acostaensis
108,667.0,A,Post Moratorium          ,157.8,14.0,FO Triquetrorhabdulus rugosus
108,667.0,A,Post Moratorium          ,158.1,11.6,LO Cyclicargolithus floridanus
108,667.0,A,Post Moratorium          ,160.6,14.4,LO Sphenolithus heteromorphus
108,667.0,A,Post Moratorium          ,166.4,16.0,LO Helicosphaera ampliaperta
108,667.0,A,Post Moratorium          ,207.85,17.1,FO Sphenolithus heteromorphus
108,667.0,A,Post Moratorium          ,211.5,17.4,LO Sphenolithus belemnos
108,667.0,A,Post Moratorium          ,237.25,21.5,FO Sphenolithus belemnos
108,667.0,A,Post Moratorium          ,254.1,23.200001,FO Discoaster druggii
108,667.0,A,Post Moratorium          ,293.2,25.200001,LO Sphenolithus ciperoensis
108,667.0,A,Post Moratorium          ,347.75,28.200001,LO Sphenolithus distentus
108,667.0,A,Post Moratorium          ,370.4,30.200001,FO Sphenolithus ciperoensis
108,668.0,B,Initial Reports          ,9.25,0.47,LO Pseudoemiliania lacunosa
108,668.0,B,Initial Reports          ,13.35,0.73,Brunhes /Matuyama
108,668.0,B,Initial Reports          ,23.7,1.45,LO Calcidiscus macintyrei
108,668.0,B,Initial Reports          ,27.25,1.66,Top Olduvai
108,668.0,B,Initial Reports          ,29.95,1.88,Base Olduvai
108,668.0,B,Initial Reports          ,30.0,1.89,LO Discoaster brouweri
108,668.0,B,Post Moratorium          ,9.25,0.46,LO Pseudoemiliania lacunosa
108,668.0,B,Post Moratorium          ,23.7,1.45,LO Calcidiscus macintyrei
108,668.0,B,Post Moratorium          ,29.85,1.89,LO Discoaster brouweri
108,668.0,B,Post Moratorium          ,31.2,2.07,FO acme Discoaster triradiatus
111,677.0,A,Initial Reports          ,10.95,0.275,FO Emiliania huxleyi
111,677.0,A,Initial Reports          ,16.08,0.475,LO Pseudoemiliania lacunosa
111,677.0,A,Initial Reports          ,51.27,1.37,LO Helicosphaera sellii
111,677.0,A,Initial Reports          ,59.55,1.45,LO Calcidiscus macintyrei
111,677.0,A,Initial Reports          ,86.65,1.89,LO Discoaster brouweri
111,677.0,A,Initial Reports          ,108.45,2.35,LO Discoaster pentaradiatus
111,677.0,A,Initial Reports          ,124.95,2.41,LO Discoaster surculus
111,677.0,A,Initial Reports          ,146.05,3.45,LO Sphenolithus spp.
111,677.0,A,Initial Reports          ,150.85,3.56,LO Reticulofenestra pseudoumbilica
111,677.0,A,Initial Reports          ,187.6,4.1,FO Discoaster pentaradiatus
111,677.0,A,Initial Reports          ,197.25,4.6,FO Ceratolithus rugosus
111,677.0,A,Initial Reports          ,216.55,5.0,LO Ceratolithus acutus
111,677.0,A,Initial Reports          ,264.85,5.8,FO Pulleniatina primalis
111,677.0,A,Post Moratorium          ,15.21,0.41,T Stylatractus universus
111,677.0,A,Post Moratorium          ,24.94,0.5,T Androspyris anthropiscus
111,677.0,A,Post Moratorium          ,35.82,0.7,T Lithopera bacca
111,677.0,A,Post Moratorium          ,39.69,0.975,T Lamprocyrtis neoheteroporos
111,677.0,A,Post Moratorium          ,44.07,1.15,T Anthocyrtidium angulare
111,677.0,A,Post Moratorium          ,47.14,1.15,T Theocorythium vetulum
111,677.0,A,Post Moratorium          ,55.19,1.45,B Lamprocyrtis nigriniae
111,677.0,A,Post Moratorium          ,58.65,1.55,B Theocorythium trachelium
111,677.0,A,Post Moratorium          ,64.25,1.45,B Anthocyrtidium angulare
111,677.0,A,Post Moratorium          ,66.75,1.55,T Pterocanium prismatium
111,677.0,A,Post Moratorium          ,86.95,1.8,B Androspyris anthropiscus
111,677.0,A,Post Moratorium          ,110.57,2.63,B Theocalyptra davisiana
111,677.0,A,Post Moratorium          ,115.75,2.77,T Stichocorys peregrina
111,677.0,A,Post Moratorium          ,136.75,3.19,B Lamprocyrtis neoheteroporos
111,677.0,A,Post Moratorium          ,137.75,3.28,B Botryostrobus euporus
111,677.0,A,Post Moratorium          ,158.85,3.55,T Phormostichoartus doliolum
111,677.0,A,Post Moratorium          ,159.35,3.45,T Pterocanium audax
111,677.0,A,Post Moratorium          ,163.61,3.65,B Amphirhopalum ypsilon
111,677.0,A,Post Moratorium          ,163.62,3.05,T Spongaster pentas
111,677.0,A,Post Moratorium          ,167.99,3.67,B Spongaster tetras
111,677.0,A,Post Moratorium          ,173.32,3.71,T Didymocyrtis penultima
111,677.0,A,Post Moratorium          ,207.44,4.25,B Pterocanium prismatium
111,677.0,A,Post Moratorium          ,219.74,4.75,T Solenosphaera omnitubus
111,677.0,A,Post Moratorium          ,248.4,4.95,T Siphostichartus corona
111,677.0,A,Post Moratorium          ,255.2,5.5,T Didymocyrtis antepenultima
111,677.0,A,Post Moratorium          ,279.7,5.95,T Stichocorys johnsoni 
111,677.0,B,Post Moratorium          ,16.19,0.41,T Stylatractus universus 
111,677.0,B,Post Moratorium          ,36.18,0.975,T Lamprocyrtis neoheteroporos 
111,677.0,B,Post Moratorium          ,41.69,1.15,T Anthocyrtidium angulare 
111,677.0,B,Post Moratorium          ,45.69,1.15,T Theocorythium vetulum 
111,677.0,B,Post Moratorium          ,51.44,1.45,B Lamprocyrtis nigriniae 
111,677.0,B,Post Moratorium          ,59.19,1.55,B Theocorythium trachelium 
111,677.0,B,Post Moratorium          ,65.19,1.45,B Anthocyrtidium angulare
111,677.0,B,Post Moratorium          ,67.19,1.55,T Pterocanium prismatium
113,689.0,B,Initial Reports          ,0.6,3.55, 
113,689.0,B,Initial Reports          ,5.3,3.6, 
113,689.0,B,Initial Reports          ,14.8,4.95, 
113,689.0,B,Initial Reports          ,24.3,7.0, 
113,689.0,B,Initial Reports          ,43.3,9.5, 
113,689.0,B,Initial Reports          ,54.5,14.97, 
113,689.0,B,Initial Reports          ,66.55,23.6,LO Chiasmolithus altus
113,689.0,B,Initial Reports          ,105.8,32.0,LO Subbotina angiporoides
113,689.0,B,Initial Reports          ,106.55,34.700001,LO Reticulofenestra umbilica
113,689.0,B,Initial Reports          ,131.2,36.75,LO Globigerinatheka index
113,689.0,B,Initial Reports          ,132.0,37.0,FO Isthmolithus recurvus
113,689.0,B,Initial Reports          ,147.95,40.0,FO Chiasmolithus oamaruensis
113,689.0,B,Initial Reports          ,153.05,43.0,LO Chiasmolithus solitus
113,689.0,B,Initial Reports          ,203.15,56.099998,LO Tappanina selmensis
113,689.0,B,Initial Reports          ,208.35,58.200001,LO Stensioina beccariiformis
113,689.0,B,Initial Reports          ,215.05,59.200001,FO Discoaster multiradiatus
113,689.0,B,Initial Reports          ,231.4,64.400002,FO Cruciplacolithus edwardsii
113,689.0,B,Initial Reports          ,233.45,66.400002,K/T boundary
113,690.0,B,Initial Reports          ,2.1,3.6, 
113,690.0,B,Initial Reports          ,16.55,5.1,LO Cycladophora spongothorax (R)
113,690.0,B,Initial Reports          ,31.1,9.5, 
113,690.0,B,Initial Reports          ,47.6,17.65, 
113,690.0,B,Initial Reports          ,51.45,23.6,LO Chiasmolithus altus (N)
113,690.0,B,Initial Reports          ,64.95,30.0,LO Chiloguembelina cubensis (PF)
113,690.0,B,Initial Reports          ,74.6,32.0,LO Subbotina angiporoides (PF)
113,690.0,B,Initial Reports          ,84.95,34.700001,LO Reticulofenestra umbilica (N)
113,690.0,B,Initial Reports          ,93.15,37.0,FO Isthmolithus recurvus (N)
113,690.0,B,Initial Reports          ,101.35,40.0,FO FO Chiasmolithus oamaruensis (N)
113,690.0,B,Initial Reports          ,102.85,42.5,LO Acarinina spp. (PF)
113,690.0,B,Initial Reports          ,129.15,52.599998,FO Discoaster sublodoensis (N)
113,690.0,B,Initial Reports          ,130.35,57.799999,FO Planorotalites wilcoxensis (PF)
113,690.0,B,Initial Reports          ,185.5,59.200001,FO Discoaster multiradiatus (N)
113,690.0,B,Initial Reports          ,209.0,62.0,FO Fasciculithus tympaniformis (N)
113,690.0,C,Initial Reports          ,219.9,62.650002,LO Morozovella inconstans (PF)
113,690.0,C,Initial Reports          ,227.75,62.900002,LO Globoconusa daubjergensis (PF)
113,690.0,C,Initial Reports          ,232.75,63.75,FO Morozovella trinidadensis (PF)
113,690.0,C,Initial Reports          ,239.7,65.0,FO Chiasmolithus danicus (N)
113,690.0,C,Initial Reports          ,247.7,66.0,FO Cruciplacolithus tenuis (N)
113,690.0,C,Initial Reports          ,249.4,66.400002,K/T boundary (N)
113,693.0,A,Initial Reports          ,21.5,1.6, 
113,693.0,A,Initial Reports          ,28.9,1.97, 
113,693.0,A,Initial Reports          ,35.4,2.65, 
113,693.0,A,Initial Reports          ,54.8,3.2,LO Distephanus boliviensis (S)
113,693.0,A,Initial Reports          ,85.0,4.0, 
113,693.0,A,Initial Reports          ,112.0,4.4, 
113,693.0,A,Initial Reports          ,182.5,5.2, 
113,693.0,A,Initial Reports          ,251.9,8.0, 
113,693.0,B,Initial Reports          ,264.5,12.0, 
113,693.0,B,Initial Reports          ,271.5,17.129999, 
113,693.0,B,Initial Reports          ,302.5,23.6, 
113,693.0,B,Initial Reports          ,345.0,30.0, 
113,693.0,B,Initial Reports          ,371.5,32.549999, 
113,694.0,B,Initial Reports          ,13.4,4.2, 
113,694.0,B,Initial Reports          ,112.0,5.1, 
113,694.0,B,Initial Reports          ,166.5,6.65, 
113,694.0,B,Initial Reports          ,177.05,8.05, 
113,694.0,B,Initial Reports          ,257.9,11.1, 
113,694.0,B,Initial Reports          ,357.45,14.55, 
113,695.0,A,Initial Reports          ,1.0,0.3, 
113,695.0,A,Initial Reports          ,3.0,1.1, 
